participant.id_in_session,participant.code,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.absent_player,player.control_correct,player.same_hours,player.to_audit_player,player.audited_both,player.hours_stated,player.contr_partner_0,player.contr_prob_0,player.contr_fix_0,player.contr_var_0,player.contr_fine_0,player.contr_50noaudit_0,player.contr_50audit_0,player.contr_65noaudit_0,player.contr_35audit_0,player.contr_partner,player.contr_prob,player.contr_fix,player.contr_var,player.contr_fine,player.contr_50noaudit,player.contr_50audit,player.contr_65noaudit,player.contr_35audit,player.fine,player.lab_points,player.points_euro,player.ctr_euro,player.belief,player.age,player.gender,player.study,player.study_level,player.econ,player.moral_freude,player.moral_aerger,player.moral_angst,player.moral_scham,player.moral_schuld,player.risk,player.lie,player.complex,player.pol,player.income,player.pray,player.lab_exp,player.exp_demand_q,player.exp_demand_open,player.exp_demand_chat,player.exp_demand_chat_open,player.feedback,player.payoff,group.id_in_subsession,group.all_groups,group.audit_groups,group.to_audit,group.absent_group,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
17,6n0bdb22,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:22.871358+00:00,1,,,12,1,0,0,1,0,,60,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,100,10,0,75,23,2,6,2,2,2,4,1,1,1,3,5,4,3,200,1,2,2,,2,,,12,9,13,4,0,0,1,bl673crl,,,,,,0
18,p69s3kgv,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:22.856989+00:00,1,,,13,2,0,1,1,0,,60,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,100,10,1,75,36,2,9,5,1,7,1,3,2,2,6,7,4,4,70,2,5,2,,2,,,13,9,13,4,0,0,1,bl673crl,,,,,,0
19,twxn355f,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:23.893475+00:00,1,,,11,1,0,0,1,0,,50,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,90,9,0,80,24,2,6,4,2,5,1,6,1,1,2,2,6,2,400,1,4,1,Vielleicht inwiefern eher risikobereite oder -scheue Personen von ihrem Mitspieler beeinflusst werden,2,,,11,10,13,4,0,0,1,bl673crl,,,,,,0
20,f6074qt9,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:23.682275+00:00,1,,,11,2,0,0,1,0,,50,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,90,9,0,100,23,1,7,1,2,5,5,1,1,1,8,6,2,4,450,1,4,2,,2,,,11,10,13,4,0,0,1,bl673crl,,,,,,0
21,xkq0g4ul,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:23.654346+00:00,1,,,7,1,0,0,1,0,,10,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,50,5,0,20,21,1,8,1,2,1,8,1,1,1,9,8,8,1,10,5,2,2,,2,,,7,11,13,4,0,0,1,bl673crl,,,,,,0
22,f674p9xo,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:24.038586+00:00,1,,,7,2,0,0,1,0,,10,2,1,1,1,2,40,60,40,30,2,1,1,1,2,60,60,70,50,0,50,5,0,50,21,2,2,4,2,1,6,1,1,1,6,4,2,3,500,1,5,1,ab welchem Risiko Menschen bereit sind zu lügen,2,,,7,11,13,4,0,0,1,bl673crl,,,,,,0
23,scjc4ekc,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:24.231754+00:00,1,,,7,1,0,0,1,1,1,10,2,1,1,1,2,20,20,30,10,2,1,1,1,2,60,60,70,50,0,50,5,0,0,23,1,6,2,2,1,1,1,1,1,2,1,4,5,400,1,5,2,,2,,,7,12,13,4,1,0,1,bl673crl,,,,,,0
24,idkl9bvr,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:25.284334+00:00,1,,,8,2,0,1,1,1,1,10,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,50,5,1,70,27,1,8,1,2,1,10,1,1,1,10,6,1,5,600,2,3,1,"Risikobereitschaft, Betrug, Lüge",2,,,8,12,13,4,1,0,1,bl673crl,,,,,,0
25,c6idoe15,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:24.843832+00:00,1,,,8,1,0,1,1,1,1,10,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,50,5,1,15,24,2,5,1,1,10,1,2,1,1,3,2,1,4,200,2,5,1,Ehrlichkeit bei selbst einzutragenden Arbeitszeiten,2,,,8,13,13,4,1,0,1,bl673crl,,,,,,0
26,3c2cirti,0,18,20,hausladen_FHM,outro,2020-05-20 12:01:24.701754+00:00,1,,,8,2,0,1,1,1,1,10,2,1,1,1,2,60,60,70,50,,,,,,,,,,0,50,5,1,35,19,2,2,4,2,3,1,7,1,1,7,8,2,3,350,1,3,2,,2,,,8,13,13,4,1,0,1,bl673crl,,,,,,0
