Group_ID_simuliert,Period,Subject_ID,declared_income_final,teilnehmer_weiblich,alter,equal,Chat_subject,Chat_group_all,Chat_group_label,Chat_sel
44,6,85,1000,1,24,True,Und das Tippen geht wieder los... Ja ohne Taschenrechner wäre das hier alles unlösbar kompliziert gewesen Er ist nicht so gut als Fächer geeignet :( Also ich hab da so einige Kommilitonen die das nicht könnten Ich bin von dieser Gruppe positiv überrascht! Keine sinnlosen Diskussionen etc.,"Und das Tippen geht wieder los... Und was beschäftigt euch sonst so?:D Bin sehr froh, dass wir einen Taschenrechner bekommen haben haha Wenigstens etwas Beschäftigung :D Ja ohne Taschenrechner wäre das hier alles unlösbar kompliziert gewesen Um der Langeweile etwas zu entgehen?:D Man kann es ja auch einfach berechnen lassen :)  Ja :D Er ist nicht so gut als Fächer geeignet :( Ja aber vielleicht muss man sich ja zusätzlich noch ausrechnen, wie viel man nun insgesamt verdient:'D 17 + 4 ist natürlich auch schwer im Kopf :D Auf jeden Fall:D Also ich hab da so einige Kommilitonen die das nicht könnten Man muss ja immer von den dümmsten Menschen ausgehen, dann kann man nur positiv überrascht werden:D Ich bin von dieser Gruppe positiv überrascht! Keine sinnlosen Diskussionen etc. Bin ja mal gespannt, ob sich jetzt was ändert in der 3. runde  Ja! :) :)",keinchat,"Und das Tippen geht wieder los... Und was beschäftigt euch sonst so?:D Bin sehr froh, dass wir einen Taschenrechner bekommen haben haha Wenigstens etwas Beschäftigung :D Ja ohne Taschenrechner wäre das hier alles unlösbar kompliziert gewesen Um der Langeweile etwas zu entgehen?:D Man kann es ja auch einfach berechnen lassen :)  Ja :D Er ist nicht so gut als Fächer geeignet :( Ja aber vielleicht muss man sich ja zusätzlich noch ausrechnen, wie viel man nun insgesamt verdient:'D 17 + 4 ist natürlich auch schwer im Kopf :D Auf jeden Fall:D Also ich hab da so einige Kommilitonen die das nicht könnten Man muss ja immer von den dümmsten Menschen ausgehen, dann kann man nur positiv überrascht werden:D Ich bin von dieser Gruppe positiv überrascht! Keine sinnlosen Diskussionen etc. Bin ja mal gespannt, ob sich jetzt was ändert in der 3. runde  Ja! :) :)"
44,6,86,1000,1,19,True,"Bin sehr froh, dass wir einen Taschenrechner bekommen haben haha Wenigstens etwas Beschäftigung :D Man kann es ja auch einfach berechnen lassen :)  Ja :D 17 + 4 ist natürlich auch schwer im Kopf :D Bin ja mal gespannt, ob sich jetzt was ändert in der 3. runde  Ja! :)","Und das Tippen geht wieder los... Und was beschäftigt euch sonst so?:D Bin sehr froh, dass wir einen Taschenrechner bekommen haben haha Wenigstens etwas Beschäftigung :D Ja ohne Taschenrechner wäre das hier alles unlösbar kompliziert gewesen Um der Langeweile etwas zu entgehen?:D Man kann es ja auch einfach berechnen lassen :)  Ja :D Er ist nicht so gut als Fächer geeignet :( Ja aber vielleicht muss man sich ja zusätzlich noch ausrechnen, wie viel man nun insgesamt verdient:'D 17 + 4 ist natürlich auch schwer im Kopf :D Auf jeden Fall:D Also ich hab da so einige Kommilitonen die das nicht könnten Man muss ja immer von den dümmsten Menschen ausgehen, dann kann man nur positiv überrascht werden:D Ich bin von dieser Gruppe positiv überrascht! Keine sinnlosen Diskussionen etc. Bin ja mal gespannt, ob sich jetzt was ändert in der 3. runde  Ja! :) :)",keinchat,"Und das Tippen geht wieder los... Und was beschäftigt euch sonst so?:D Bin sehr froh, dass wir einen Taschenrechner bekommen haben haha Wenigstens etwas Beschäftigung :D Ja ohne Taschenrechner wäre das hier alles unlösbar kompliziert gewesen Um der Langeweile etwas zu entgehen?:D Man kann es ja auch einfach berechnen lassen :)  Ja :D Er ist nicht so gut als Fächer geeignet :( Ja aber vielleicht muss man sich ja zusätzlich noch ausrechnen, wie viel man nun insgesamt verdient:'D 17 + 4 ist natürlich auch schwer im Kopf :D Auf jeden Fall:D Also ich hab da so einige Kommilitonen die das nicht könnten Man muss ja immer von den dümmsten Menschen ausgehen, dann kann man nur positiv überrascht werden:D Ich bin von dieser Gruppe positiv überrascht! Keine sinnlosen Diskussionen etc. Bin ja mal gespannt, ob sich jetzt was ändert in der 3. runde  Ja! :) :)"
44,6,87,1000,1,21,True,"Und was beschäftigt euch sonst so?:D Um der Langeweile etwas zu entgehen?:D Ja aber vielleicht muss man sich ja zusätzlich noch ausrechnen, wie viel man nun insgesamt verdient:'D Auf jeden Fall:D Man muss ja immer von den dümmsten Menschen ausgehen, dann kann man nur positiv überrascht werden:D :)","Und das Tippen geht wieder los... Und was beschäftigt euch sonst so?:D Bin sehr froh, dass wir einen Taschenrechner bekommen haben haha Wenigstens etwas Beschäftigung :D Ja ohne Taschenrechner wäre das hier alles unlösbar kompliziert gewesen Um der Langeweile etwas zu entgehen?:D Man kann es ja auch einfach berechnen lassen :)  Ja :D Er ist nicht so gut als Fächer geeignet :( Ja aber vielleicht muss man sich ja zusätzlich noch ausrechnen, wie viel man nun insgesamt verdient:'D 17 + 4 ist natürlich auch schwer im Kopf :D Auf jeden Fall:D Also ich hab da so einige Kommilitonen die das nicht könnten Man muss ja immer von den dümmsten Menschen ausgehen, dann kann man nur positiv überrascht werden:D Ich bin von dieser Gruppe positiv überrascht! Keine sinnlosen Diskussionen etc. Bin ja mal gespannt, ob sich jetzt was ändert in der 3. runde  Ja! :) :)",keinchat,"Und das Tippen geht wieder los... Und was beschäftigt euch sonst so?:D Bin sehr froh, dass wir einen Taschenrechner bekommen haben haha Wenigstens etwas Beschäftigung :D Ja ohne Taschenrechner wäre das hier alles unlösbar kompliziert gewesen Um der Langeweile etwas zu entgehen?:D Man kann es ja auch einfach berechnen lassen :)  Ja :D Er ist nicht so gut als Fächer geeignet :( Ja aber vielleicht muss man sich ja zusätzlich noch ausrechnen, wie viel man nun insgesamt verdient:'D 17 + 4 ist natürlich auch schwer im Kopf :D Auf jeden Fall:D Also ich hab da so einige Kommilitonen die das nicht könnten Man muss ja immer von den dümmsten Menschen ausgehen, dann kann man nur positiv überrascht werden:D Ich bin von dieser Gruppe positiv überrascht! Keine sinnlosen Diskussionen etc. Bin ja mal gespannt, ob sich jetzt was ändert in der 3. runde  Ja! :) :)"
47,6,88,0,0,24,True,Wahrscheinlich vertreiben die sich auch nur die Zeit :D Aber würde mich auch mal interessieren....einige rechnen ja auch ordentlich durch in der Spalte...,"Yeah! #läuft Haha ich frage mich aber wirklich worüber die in den anderen Gruppen noch diskutieren Entscheiden die sich jede Runde neu? Die haben sich echt viel zu erzählen Wahrscheinlich vertreiben die sich auch nur die Zeit :D Ist aber auch echt langweilig Läuft die Uhr eigentlich jedes Mal runter oder geht es weiter, weil alle den Chat verlassen? Aber würde mich auch mal interessieren....einige rechnen ja auch ordentlich durch in der Spalte... Wenn alle den Chat verlassen hat, geht es weiter Aber sind ja 30 Menschen hier Und du hörst ja wie lange die immer schreiben In diesem Sinne  Ich bin weg",keinchat,"Yeah! #läuft Haha ich frage mich aber wirklich worüber die in den anderen Gruppen noch diskutieren Entscheiden die sich jede Runde neu? Die haben sich echt viel zu erzählen Wahrscheinlich vertreiben die sich auch nur die Zeit :D Ist aber auch echt langweilig Läuft die Uhr eigentlich jedes Mal runter oder geht es weiter, weil alle den Chat verlassen? Aber würde mich auch mal interessieren....einige rechnen ja auch ordentlich durch in der Spalte... Wenn alle den Chat verlassen hat, geht es weiter Aber sind ja 30 Menschen hier Und du hörst ja wie lange die immer schreiben In diesem Sinne  Ich bin weg"
47,6,89,0,0,21,True,"#läuft Die haben sich echt viel zu erzählen Läuft die Uhr eigentlich jedes Mal runter oder geht es weiter, weil alle den Chat verlassen?","Yeah! #läuft Haha ich frage mich aber wirklich worüber die in den anderen Gruppen noch diskutieren Entscheiden die sich jede Runde neu? Die haben sich echt viel zu erzählen Wahrscheinlich vertreiben die sich auch nur die Zeit :D Ist aber auch echt langweilig Läuft die Uhr eigentlich jedes Mal runter oder geht es weiter, weil alle den Chat verlassen? Aber würde mich auch mal interessieren....einige rechnen ja auch ordentlich durch in der Spalte... Wenn alle den Chat verlassen hat, geht es weiter Aber sind ja 30 Menschen hier Und du hörst ja wie lange die immer schreiben In diesem Sinne  Ich bin weg",keinchat,"Yeah! #läuft Haha ich frage mich aber wirklich worüber die in den anderen Gruppen noch diskutieren Entscheiden die sich jede Runde neu? Die haben sich echt viel zu erzählen Wahrscheinlich vertreiben die sich auch nur die Zeit :D Ist aber auch echt langweilig Läuft die Uhr eigentlich jedes Mal runter oder geht es weiter, weil alle den Chat verlassen? Aber würde mich auch mal interessieren....einige rechnen ja auch ordentlich durch in der Spalte... Wenn alle den Chat verlassen hat, geht es weiter Aber sind ja 30 Menschen hier Und du hörst ja wie lange die immer schreiben In diesem Sinne  Ich bin weg"
45,6,90,0,1,25,True,"Wäre nicht verkehrt... das dauert ja ewig Aber solange die Anderen schreiben, geht es nicht weiter","Jetzt haben wir ja echt eine Glückssträhne! Geht die Zeit eigentlich schneller vorbei, wenn wir alle den Chat verlassen?  Können wir ja mal ausprobieren Wäre nicht verkehrt... das dauert ja ewig Stimmt..... Ich gehe mal raus dito Aber solange die Anderen schreiben, geht es nicht weiter",keinchat,"Jetzt haben wir ja echt eine Glückssträhne! Geht die Zeit eigentlich schneller vorbei, wenn wir alle den Chat verlassen?  Können wir ja mal ausprobieren Wäre nicht verkehrt... das dauert ja ewig Stimmt..... Ich gehe mal raus dito Aber solange die Anderen schreiben, geht es nicht weiter"
45,6,91,0,1,23,True,"Geht die Zeit eigentlich schneller vorbei, wenn wir alle den Chat verlassen?  Stimmt..... dito","Jetzt haben wir ja echt eine Glückssträhne! Geht die Zeit eigentlich schneller vorbei, wenn wir alle den Chat verlassen?  Können wir ja mal ausprobieren Wäre nicht verkehrt... das dauert ja ewig Stimmt..... Ich gehe mal raus dito Aber solange die Anderen schreiben, geht es nicht weiter",keinchat,"Jetzt haben wir ja echt eine Glückssträhne! Geht die Zeit eigentlich schneller vorbei, wenn wir alle den Chat verlassen?  Können wir ja mal ausprobieren Wäre nicht verkehrt... das dauert ja ewig Stimmt..... Ich gehe mal raus dito Aber solange die Anderen schreiben, geht es nicht weiter"
47,6,92,0,0,24,True,"Yeah! Haha ich frage mich aber wirklich worüber die in den anderen Gruppen noch diskutieren Entscheiden die sich jede Runde neu? Ist aber auch echt langweilig Wenn alle den Chat verlassen hat, geht es weiter Aber sind ja 30 Menschen hier Und du hörst ja wie lange die immer schreiben In diesem Sinne  Ich bin weg","Yeah! #läuft Haha ich frage mich aber wirklich worüber die in den anderen Gruppen noch diskutieren Entscheiden die sich jede Runde neu? Die haben sich echt viel zu erzählen Wahrscheinlich vertreiben die sich auch nur die Zeit :D Ist aber auch echt langweilig Läuft die Uhr eigentlich jedes Mal runter oder geht es weiter, weil alle den Chat verlassen? Aber würde mich auch mal interessieren....einige rechnen ja auch ordentlich durch in der Spalte... Wenn alle den Chat verlassen hat, geht es weiter Aber sind ja 30 Menschen hier Und du hörst ja wie lange die immer schreiben In diesem Sinne  Ich bin weg",keinchat,"Yeah! #läuft Haha ich frage mich aber wirklich worüber die in den anderen Gruppen noch diskutieren Entscheiden die sich jede Runde neu? Die haben sich echt viel zu erzählen Wahrscheinlich vertreiben die sich auch nur die Zeit :D Ist aber auch echt langweilig Läuft die Uhr eigentlich jedes Mal runter oder geht es weiter, weil alle den Chat verlassen? Aber würde mich auch mal interessieren....einige rechnen ja auch ordentlich durch in der Spalte... Wenn alle den Chat verlassen hat, geht es weiter Aber sind ja 30 Menschen hier Und du hörst ja wie lange die immer schreiben In diesem Sinne  Ich bin weg"
46,6,93,1000,1,25,True,"Sher guter Instinkt  Wir würden nur einen Döner verlieren statt 2 Döner Hahah 3 ist Risiko freudig Okay. Also wieder 0?  Guut 1000 dann sind wir mit einer fast perfekten runde  fertig Mal schauen, was der 3 teil noch gibt Ich setze 1000 Wird jedenfalls spannend","Na also Sher guter Instinkt  Jetzt auf sicher? 17 mitnehmen? Wir würden nur einen Döner verlieren statt 2 Döner Und den Deckel zu machen :D W-i-e-s-o d-e-n-n ? :P Hahah 3 ist Risiko freudig Wir können auch zocken :D Bei 50/50 wärs was anderes, haha Gier frisst Hirn :D Wir wurden jetzt 2-mal nicht kontrolliert - voll unwahrscheinlich, dass das jetzt noch passiert. Okay. Also wieder 0?  :D Haha, war nicht ernst gemeint Nehmen 1000 und gut ist Guut 1000 dann sind wir mit einer fast perfekten runde  fertig Ja sollte passen  1000 nehmen, 0 geben? Mal schauen, was der 3 teil noch gibt Ja  Ich setze 1000 Kommt ja nochmal was  Ich auch 5 Seiten Anleitung ganz sicher Bin dafür dieselbe Anleitung nochmal Diesmal aber bei jedem Unterpunkt 2-mal schreiben das sich nichts ändert Wird jedenfalls spannend So bis zur nächsten runde....","Jetzt auf sicher? 17 mitnehmen? Hahah 3 ist Risiko freudig Wir können auch zocken Wir wurden jetzt 2-mal nicht kontrolliert - voll unwahrscheinlich, dass das jetzt noch passiert. Okay. Also wieder 0?  Nehmen 1000 und gut ist Guut 1000 dann sind wir mit einer fast perfekten runde  1000 nehmen, 0 geben? Ich setze 1000","Na also Sher guter Instinkt  Jetzt auf sicher? 17 mitnehmen? Wir würden nur einen Döner verlieren statt 2 Döner Und den Deckel zu machen :D W-i-e-s-o d-e-n-n ? :P Hahah 3 ist Risiko freudig Wir können auch zocken :D Bei 50/50 wärs was anderes, haha Gier frisst Hirn :D Wir wurden jetzt 2-mal nicht kontrolliert - voll unwahrscheinlich, dass das jetzt noch passiert. Okay. Also wieder 0?  :D Haha, war nicht ernst gemeint Nehmen 1000 und gut ist Guut 1000 dann sind wir mit einer fast perfekten runde  fertig Ja sollte passen  1000 nehmen, 0 geben? Mal schauen, was der 3 teil noch gibt Ja  Ich setze 1000 Kommt ja nochmal was  Ich auch 5 Seiten Anleitung ganz sicher Bin dafür dieselbe Anleitung nochmal Diesmal aber bei jedem Unterpunkt 2-mal schreiben das sich nichts ändert Wird jedenfalls spannend So bis zur nächsten runde...."
40,7,70,0,1,30,True,Dieses Experiment könnte auch einfach in 30 min. um sein :DD DD Hab gerade 7353 auf den Taschenrechner getippt und an die alten Zeiten gedacht Gott ist mir langweilig :D aber time ist money...echt jetzt .2stunden ...haub ab :) Bin für 0 Wenn wir kontrolliert worden ist es nicht das Ende der Welt Stimmt  :) dann bis gleich freunde,"Puh 5 min waren ganz schön knapp für so viel Text Die 5 Minuten für die 4 Sätze waren jetzt aber arg kurz bemessen :O :DD Dieses Experiment könnte auch einfach in 30 min. um sein :D :D :D 2 doofe ein Gedanke :DD DD Hab gerade 7353 auf den Taschenrechner getippt und an die alten Zeiten gedacht Gott ist mir langweilig Ja aber dafür haben wir schon 6x mal erfolgreich betrogen  Und machen damit auch weiter, oder? :D aber time ist money...echt jetzt .2stunden ...haub ab :) Ja wir haben so nein Glückssträhne vielleicht bleibt es ja dabei ;) Bin für 0 Wenn wir kontrolliert worden ist es nicht das Ende der Welt 0 - finde wir haben das verdient :) Stimmt  Ok dann bis gleich :) dann bis gleich freunde ciao","Ja aber dafür haben wir schon 6x mal erfolgreich betrogen  Und machen damit auch weiter, oder? Bin für 0 Wenn wir kontrolliert worden ist es nicht das Ende der Welt 0 - finde wir haben das verdient :)","Puh 5 min waren ganz schön knapp für so viel Text Die 5 Minuten für die 4 Sätze waren jetzt aber arg kurz bemessen :O :DD Dieses Experiment könnte auch einfach in 30 min. um sein :D :D :D 2 doofe ein Gedanke :DD DD Hab gerade 7353 auf den Taschenrechner getippt und an die alten Zeiten gedacht Gott ist mir langweilig Ja aber dafür haben wir schon 6x mal erfolgreich betrogen  Und machen damit auch weiter, oder? :D aber time ist money...echt jetzt .2stunden ...haub ab :) Ja wir haben so nein Glückssträhne vielleicht bleibt es ja dabei ;) Bin für 0 Wenn wir kontrolliert worden ist es nicht das Ende der Welt 0 - finde wir haben das verdient :) Stimmt  Ok dann bis gleich :) dann bis gleich freunde ciao"
41,7,71,1000,0,21,True,"So Freunde Jetzt wird gezockt! Wieso dauert das 5 Minuten für drei setzte? :D Flash! Ahaaaa Saviour von die uni Verse! He sähet Uferzone von US  Ghana Bei 2: TLDR Es gibt zwei Dinge, die unendlich sind. Das Universum und die Dummheit der Menschen, aber beim Universum bin ich mir nicht sicher. Wisst ihr wer das gesagt hat? \Glaube nicht alles was im Internet steht\q Das ist von Julius Cäsar DDR Erzähl mal ein Witz Glaub 2 Kommt nein Frau zum Arzt","So Freunde Jetzt wird gezockt! Bin geflasht von der Abwechslung Wieso dauert das 5 Minuten für drei setzte? :D Flash! Ahaaaa Ja ich rafft auch nicht. Auch in der zweiten runde mit exakt denselben Instruktionen Saviour von die uni Verse! He sähet Uferzone von US  Ghana Bei 2: TLDR Es gibt zwei Dinge, die unendlich sind. Das Universum und die Dummheit der Menschen, aber beim Universum bin ich mir nicht sicher. Wisst ihr wer das gesagt hat? Einstein \Glaube nicht alles was im Internet steht\q DDR Das ist von Julius Cäsar Ich wollte damit nur das Zitat bestätigen DDR DDR Wurde eigentlich angegeben, dass das Experiment 1,5 Stunden geht? Erzähl mal ein Witz Glaub 2 Kein Wunder bei den Wartezeiten hier Ah OK. Kommt nein Frau zum Arzt Geht mir zu flott",Jetzt wird gezockt!,"So Freunde Jetzt wird gezockt! Bin geflasht von der Abwechslung Wieso dauert das 5 Minuten für drei setzte? :D Flash! Ahaaaa Ja ich rafft auch nicht. Auch in der zweiten runde mit exakt denselben Instruktionen Saviour von die uni Verse! He sähet Uferzone von US  Ghana Bei 2: TLDR Es gibt zwei Dinge, die unendlich sind. Das Universum und die Dummheit der Menschen, aber beim Universum bin ich mir nicht sicher. Wisst ihr wer das gesagt hat? Einstein \Glaube nicht alles was im Internet steht\q DDR Das ist von Julius Cäsar Ich wollte damit nur das Zitat bestätigen DDR DDR Wurde eigentlich angegeben, dass das Experiment 1,5 Stunden geht? Erzähl mal ein Witz Glaub 2 Kein Wunder bei den Wartezeiten hier Ah OK. Kommt nein Frau zum Arzt Geht mir zu flott"
42,7,72,0,0,22,True,"Hallo Schein Könnte auch gleich einschlafen, wenn um mich herum nicht alle so auf die Tasten hauen würden :D Ich frag mich was für Romane die verfassen Haha bestimmt Wir sind hier nicht auf Hotel Haha sowieso, bester Zeitvertreib","Hallo Schein Ich schlaf gleich ein  Grüß dich  Das Experiment hätte man auch 30 Minuten beschleunigen können Könnte auch gleich einschlafen, wenn um mich herum nicht alle so auf die Tasten hauen würden :D Haha ja :D Die rasten alle immer voll aus Richtig aktiv Ich frag mich was für Romane die verfassen Hoch mathematische Formeln stellen die auf  Die schreiben sich Liebesbriefe Haha bestimmt Wir sind hier nicht auf Hotel Hotel beste :D Haha sowieso, bester Zeitvertreib",keinchat,"Hallo Schein Ich schlaf gleich ein  Grüß dich  Das Experiment hätte man auch 30 Minuten beschleunigen können Könnte auch gleich einschlafen, wenn um mich herum nicht alle so auf die Tasten hauen würden :D Haha ja :D Die rasten alle immer voll aus Richtig aktiv Ich frag mich was für Romane die verfassen Hoch mathematische Formeln stellen die auf  Die schreiben sich Liebesbriefe Haha bestimmt Wir sind hier nicht auf Hotel Hotel beste :D Haha sowieso, bester Zeitvertreib"
40,7,73,0,1,24,True,"Die 5 Minuten für die 4 Sätze waren jetzt aber arg kurz bemessen :O :D :D :D 2 doofe ein Gedanke Ja aber dafür haben wir schon 6x mal erfolgreich betrogen  Und machen damit auch weiter, oder? 0 - finde wir haben das verdient :) ciao","Puh 5 min waren ganz schön knapp für so viel Text Die 5 Minuten für die 4 Sätze waren jetzt aber arg kurz bemessen :O :DD Dieses Experiment könnte auch einfach in 30 min. um sein :D :D :D 2 doofe ein Gedanke :DD DD Hab gerade 7353 auf den Taschenrechner getippt und an die alten Zeiten gedacht Gott ist mir langweilig Ja aber dafür haben wir schon 6x mal erfolgreich betrogen  Und machen damit auch weiter, oder? :D aber time ist money...echt jetzt .2stunden ...haub ab :) Ja wir haben so nein Glückssträhne vielleicht bleibt es ja dabei ;) Bin für 0 Wenn wir kontrolliert worden ist es nicht das Ende der Welt 0 - finde wir haben das verdient :) Stimmt  Ok dann bis gleich :) dann bis gleich freunde ciao","Ja aber dafür haben wir schon 6x mal erfolgreich betrogen  Und machen damit auch weiter, oder? Bin für 0 Wenn wir kontrolliert worden ist es nicht das Ende der Welt 0 - finde wir haben das verdient :)","Puh 5 min waren ganz schön knapp für so viel Text Die 5 Minuten für die 4 Sätze waren jetzt aber arg kurz bemessen :O :DD Dieses Experiment könnte auch einfach in 30 min. um sein :D :D :D 2 doofe ein Gedanke :DD DD Hab gerade 7353 auf den Taschenrechner getippt und an die alten Zeiten gedacht Gott ist mir langweilig Ja aber dafür haben wir schon 6x mal erfolgreich betrogen  Und machen damit auch weiter, oder? :D aber time ist money...echt jetzt .2stunden ...haub ab :) Ja wir haben so nein Glückssträhne vielleicht bleibt es ja dabei ;) Bin für 0 Wenn wir kontrolliert worden ist es nicht das Ende der Welt 0 - finde wir haben das verdient :) Stimmt  Ok dann bis gleich :) dann bis gleich freunde ciao"
40,7,74,0,1,20,True,Puh 5 min waren ganz schön knapp für so viel Text :DD Ja wir haben so nein Glückssträhne vielleicht bleibt es ja dabei ;) Ok dann bis gleich,"Puh 5 min waren ganz schön knapp für so viel Text Die 5 Minuten für die 4 Sätze waren jetzt aber arg kurz bemessen :O :DD Dieses Experiment könnte auch einfach in 30 min. um sein :D :D :D 2 doofe ein Gedanke :DD DD Hab gerade 7353 auf den Taschenrechner getippt und an die alten Zeiten gedacht Gott ist mir langweilig Ja aber dafür haben wir schon 6x mal erfolgreich betrogen  Und machen damit auch weiter, oder? :D aber time ist money...echt jetzt .2stunden ...haub ab :) Ja wir haben so nein Glückssträhne vielleicht bleibt es ja dabei ;) Bin für 0 Wenn wir kontrolliert worden ist es nicht das Ende der Welt 0 - finde wir haben das verdient :) Stimmt  Ok dann bis gleich :) dann bis gleich freunde ciao","Ja aber dafür haben wir schon 6x mal erfolgreich betrogen  Und machen damit auch weiter, oder? Bin für 0 Wenn wir kontrolliert worden ist es nicht das Ende der Welt 0 - finde wir haben das verdient :)","Puh 5 min waren ganz schön knapp für so viel Text Die 5 Minuten für die 4 Sätze waren jetzt aber arg kurz bemessen :O :DD Dieses Experiment könnte auch einfach in 30 min. um sein :D :D :D 2 doofe ein Gedanke :DD DD Hab gerade 7353 auf den Taschenrechner getippt und an die alten Zeiten gedacht Gott ist mir langweilig Ja aber dafür haben wir schon 6x mal erfolgreich betrogen  Und machen damit auch weiter, oder? :D aber time ist money...echt jetzt .2stunden ...haub ab :) Ja wir haben so nein Glückssträhne vielleicht bleibt es ja dabei ;) Bin für 0 Wenn wir kontrolliert worden ist es nicht das Ende der Welt 0 - finde wir haben das verdient :) Stimmt  Ok dann bis gleich :) dann bis gleich freunde ciao"
42,7,75,0,0,23,True,Grüß dich  Das Experiment hätte man auch 30 Minuten beschleunigen können Die rasten alle immer voll aus Die schreiben sich Liebesbriefe Hotel beste :D,"Hallo Schein Ich schlaf gleich ein  Grüß dich  Das Experiment hätte man auch 30 Minuten beschleunigen können Könnte auch gleich einschlafen, wenn um mich herum nicht alle so auf die Tasten hauen würden :D Haha ja :D Die rasten alle immer voll aus Richtig aktiv Ich frag mich was für Romane die verfassen Hoch mathematische Formeln stellen die auf  Die schreiben sich Liebesbriefe Haha bestimmt Wir sind hier nicht auf Hotel Hotel beste :D Haha sowieso, bester Zeitvertreib",keinchat,"Hallo Schein Ich schlaf gleich ein  Grüß dich  Das Experiment hätte man auch 30 Minuten beschleunigen können Könnte auch gleich einschlafen, wenn um mich herum nicht alle so auf die Tasten hauen würden :D Haha ja :D Die rasten alle immer voll aus Richtig aktiv Ich frag mich was für Romane die verfassen Hoch mathematische Formeln stellen die auf  Die schreiben sich Liebesbriefe Haha bestimmt Wir sind hier nicht auf Hotel Hotel beste :D Haha sowieso, bester Zeitvertreib"
43,7,76,0,0,20,True,Ich würde die 0 bis zum Ende durchziehen ...das ist mein Motto!,"Dieses Mal nur ein Zettel verschwendet :D Also so langsam müsste es eich echt schiefgehen  :D Ich würde die 0 bis zum Ende durchziehen Solln das machen`? Dann geht's dreimal schief:D aber das ist unwahrscheinlich und dann erhalten wir trotzdem zu 2/3 noch das viele Geld aus den Vorrunden Also ich wäre dabei mit 0 Haha nö riss nö Fun ...das ist mein Motto! Ok meine lieben, unser Motto steht dann auch mal :D",Also so langsam müsste es eich echt schiefgehen  Ich würde die 0 bis zum Ende durchziehen Dann geht's dreimal schief:D aber das ist unwahrscheinlich und dann erhalten wir trotzdem zu 2/3 noch das viele Geld aus den Vorrunden Also ich wäre dabei mit 0 Haha nö riss nö Fun,"Dieses Mal nur ein Zettel verschwendet :D Also so langsam müsste es eich echt schiefgehen  :D Ich würde die 0 bis zum Ende durchziehen Solln das machen`? Dann geht's dreimal schief:D aber das ist unwahrscheinlich und dann erhalten wir trotzdem zu 2/3 noch das viele Geld aus den Vorrunden Also ich wäre dabei mit 0 Haha nö riss nö Fun ...das ist mein Motto! Ok meine lieben, unser Motto steht dann auch mal :D"
43,7,77,0,0,22,True,"Dieses Mal nur ein Zettel verschwendet :D Solln das machen`? Dann geht's dreimal schief:D aber das ist unwahrscheinlich und dann erhalten wir trotzdem zu 2/3 noch das viele Geld aus den Vorrunden Also ich wäre dabei mit 0 Ok meine lieben, unser Motto steht dann auch mal :D","Dieses Mal nur ein Zettel verschwendet :D Also so langsam müsste es eich echt schiefgehen  :D Ich würde die 0 bis zum Ende durchziehen Solln das machen`? Dann geht's dreimal schief:D aber das ist unwahrscheinlich und dann erhalten wir trotzdem zu 2/3 noch das viele Geld aus den Vorrunden Also ich wäre dabei mit 0 Haha nö riss nö Fun ...das ist mein Motto! Ok meine lieben, unser Motto steht dann auch mal :D",Also so langsam müsste es eich echt schiefgehen  Ich würde die 0 bis zum Ende durchziehen Dann geht's dreimal schief:D aber das ist unwahrscheinlich und dann erhalten wir trotzdem zu 2/3 noch das viele Geld aus den Vorrunden Also ich wäre dabei mit 0 Haha nö riss nö Fun,"Dieses Mal nur ein Zettel verschwendet :D Also so langsam müsste es eich echt schiefgehen  :D Ich würde die 0 bis zum Ende durchziehen Solln das machen`? Dann geht's dreimal schief:D aber das ist unwahrscheinlich und dann erhalten wir trotzdem zu 2/3 noch das viele Geld aus den Vorrunden Also ich wäre dabei mit 0 Haha nö riss nö Fun ...das ist mein Motto! Ok meine lieben, unser Motto steht dann auch mal :D"
43,7,78,0,0,22,True,Also so langsam müsste es eich echt schiefgehen  :D Haha nö riss nö Fun,"Dieses Mal nur ein Zettel verschwendet :D Also so langsam müsste es eich echt schiefgehen  :D Ich würde die 0 bis zum Ende durchziehen Solln das machen`? Dann geht's dreimal schief:D aber das ist unwahrscheinlich und dann erhalten wir trotzdem zu 2/3 noch das viele Geld aus den Vorrunden Also ich wäre dabei mit 0 Haha nö riss nö Fun ...das ist mein Motto! Ok meine lieben, unser Motto steht dann auch mal :D",Also so langsam müsste es eich echt schiefgehen  Ich würde die 0 bis zum Ende durchziehen Dann geht's dreimal schief:D aber das ist unwahrscheinlich und dann erhalten wir trotzdem zu 2/3 noch das viele Geld aus den Vorrunden Also ich wäre dabei mit 0 Haha nö riss nö Fun,"Dieses Mal nur ein Zettel verschwendet :D Also so langsam müsste es eich echt schiefgehen  :D Ich würde die 0 bis zum Ende durchziehen Solln das machen`? Dann geht's dreimal schief:D aber das ist unwahrscheinlich und dann erhalten wir trotzdem zu 2/3 noch das viele Geld aus den Vorrunden Also ich wäre dabei mit 0 Haha nö riss nö Fun ...das ist mein Motto! Ok meine lieben, unser Motto steht dann auch mal :D"
45,7,79,0,0,21,True,Same Prozeduren.. ?,Same Prozeduren.. ? lässt web,Same Prozeduren.. ?,Same Prozeduren.. ? lässt web
