"participant__code","channel","body","timestamp"
"yykzm36r","2-FHM-3","und beide das Gleiche angeben, wird man nicht zwingend kontrolliert richtig?",1589537596.76383
"t5q3kdvg","2-FHM-5","Ich habe 10 Überstunden gemacht.",1589537597.02281
"u6rcx9p8","2-FHM-5","Ich auch.",1589537600.59132
"u6rcx9p8","2-FHM-5","Sollen wir 10 Stunden angeben?",1589537607.65279
"v0bh5t0j","2-FHM-6","ja zur sicherheit wohl besser",1589537611.86396
"e1y483pm","2-FHM-3","Genau, nur wenn wir zufällig ausgewählt werden",1589537612.19428
"0qqstc3k","2-FHM-7","Ja genau, dann 60",1589537618.38559
"746n06ns","2-FHM-8","wie viele Überstunden möchtest du angeben?",1589537620.17095
"wgmqn1k9","2-FHM-8","ich würd einfach 10 eingeben oder?",1589537620.20998
"yykzm36r","2-FHM-3","was geben wir an ?",1589537621.99031
"746n06ns","2-FHM-8","ja klingt gut",1589537625.12787
"2y6l7cvt","2-FHM-6","okay dann machen wir das ",1589537625.17291
"mjbrj6gi","2-FHM-7","ok alles klar, dann los :)",1589537627.20847
"t5q3kdvg","2-FHM-5","Die Chance, dass wir überprüft werden ist je relativ klein...",1589537629.08181
"yykzm36r","2-FHM-3","die 10 Überstunden oder mehr?",1589537633.35887
"wgmqn1k9","2-FHM-8","alles klar",1589537633.48053
"746n06ns","2-FHM-8","ok",1589537636.86622
"u6rcx9p8","2-FHM-5","2:5",1589537638.5942
"t5q3kdvg","2-FHM-5","Solle wir unser Glück versuchen und mehr angeben?",1589537643.59728
"wgmqn1k9","2-FHM-8","dann beende ich den chat",1589537646.58079
"u6rcx9p8","2-FHM-5","Wie viele?",1589537649.04754
"u6rcx9p8","2-FHM-5","20?",1589537652.35846
"v0bh5t0j","2-FHM-6","ok",1589537668.88271
"t5q3kdvg","2-FHM-5","Man darf ja max 60 machen, also pro Person 30",1589537670.36237
"e1y483pm","2-FHM-3","Man muss ja noch bedenken, dass wir sonst strafe zahlen müssen",1589537672.73928
"t5q3kdvg","2-FHM-5","Sollen wir 30 sagen?",1589537676.52181
"t5q3kdvg","2-FHM-5","Nur wenn du willst",1589537680.39087
"u6rcx9p8","2-FHM-5","Ja dann 30",1589537684.65629
"yykzm36r","2-FHM-3","nur wenn wir kontrolliert werden oder?",1589537689.14413
"t5q3kdvg","2-FHM-5","okk",1589537689.98824
"e1y483pm","2-FHM-3","jaa",1589537695.09596
"u6rcx9p8","2-FHM-5","Dann beende ich den Chat jetzt",1589537702.64061
"t5q3kdvg","2-FHM-5","ok",1589537707.12694
"e1y483pm","2-FHM-3","Das ist eine schwierige entscheidung",1589537708.85312
"v0bh5t0j","2-FHM-6","dann geh ich schonmal aus dem chat hier raus",1589537712.5901
"e1y483pm","2-FHM-3","ich würde aber nicht viel höher gehen",1589537715.51949
"e1y483pm","2-FHM-3","als 10",1589537717.97259
"yykzm36r","2-FHM-3","wegen mir müssen wir auch gar nicht höher gehen oder vielleicht 15 ?",1589537736.33117
"e1y483pm","2-FHM-3","Ja, 15 ist gut",1589537759.89681
"yykzm36r","2-FHM-3","ok",1589537763.71622
"e1y483pm","2-FHM-3","sehr gut",1589537768.87099
"bhlpdi2n","2-FHM-2","Was würdest du tun wollen? Ich würde mich deiner Meinung vermutlich anschließen. Entweder dass wir beide gleich lügen (aber vllt nicht zu riskant hoch? Sprich 30 anstelle von 10 angeben? Dann hätten wir bei Überprüfung noch 30 übrig, sonst sogar 70) oder aber einfach die 10 angeben und mit 50 nach Hause gehen?",1589538040.259
"bt361d4o","2-FHM-2","Ja wir lügen beide und sagen 30",1589538085.93218
"bhlpdi2n","2-FHM-2","ok, deal",1589538105.90709
"bt361d4o","2-FHM-2","gut",1589538110.15324
"uj7hdyyi","8-FHM-14","Ahoi",1589789268.12881
"0n5bauor","8-FHM-14","Tag",1589789271.53892
"uj7hdyyi","8-FHM-14","also wir sollten einfach beide 60 überstunden angeben",1589789278.05184
"0n5bauor","8-FHM-14","hört sich gut an",1589789293.298
"uj7hdyyi","8-FHM-14","dann haben wir eine 7/10 chance einfach durchzurutschen und jeder 100 Lab-Points zu bekommen",1589789306.52222
"uj7hdyyi","8-FHM-14","alles klar!",1589789312.64413
"jppcrymp","8-FHM-19","moin",1589789324.85032
"0n5bauor","8-FHM-14","super, dann machen wir mal weiter :)",1589789326.17403
"ausyzt1x","8-FHM-19","Maaaaahlzeit",1589789329.39807
"jppcrymp","8-FHM-19","10 überstunden, ne?",1589789329.59521
"ausyzt1x","8-FHM-19","exakt",1589789335.45905
"uj7hdyyi","8-FHM-14","alles klar, schönen tag noch :)",1589789338.20893
"jppcrymp","8-FHM-19","lass die doch angeben, sind ja ein euro.",1589789345.06126
"ausyzt1x","8-FHM-19","Ich würde sagen wir nehmen die so wie sie sind und gut ist",1589789353.68738
"jppcrymp","8-FHM-19","dazu 4 euro grundgehalt, 2 euro für die teilnahme an der umfrage",1589789356.84044
"n94ev05h","8-FHM-16","Sind wir ehrlich oder geben wir beide 60 an? :)",1589789357.98065
"jppcrymp","8-FHM-19","sind 7 euro für 20 minuten experiment, passt",1589789364.80662
"jppcrymp","8-FHM-19","perfekt",1589789367.95319
"xojbeobp","8-FHM-16","10 sind halt schon sehr wenige :D",1589789374.28053
"ausyzt1x","8-FHM-19","seh ich auch so, leicht verdientes Geld :D ",1589789375.218
"n94ev05h","8-FHM-16","nh xD",1589789381.71942
"jppcrymp","8-FHM-19","super, dann sind wir uns einig :D",1589789383.26258
"xojbeobp","8-FHM-16","ich bin für 60, wenn zu viel dann richtig zu viel",1589789405.59019
"n94ev05h","8-FHM-16","super ich auch :D",1589789416.59377
"jppcrymp","8-FHM-19","ich klick mal auf chat beenden, ne",1589789417.36138
"pb3xsgaz","8-FHM-20","Hallo was würdest du vorschlagen geben wir an ?",1589789422.44221
"ausyzt1x","8-FHM-19","Dito :)",1589789427.82606
"xojbeobp","8-FHM-16","sehr gut",1589789433.20433
"lo8m0x70","8-FHM-15","Hallo",1589789438.4106
"r8kak6j0","8-FHM-15","Hi",1589789441.95936
"hl4m9t4d","8-FHM-20","20?",1589789442.74926
"r8kak6j0","8-FHM-15","Wieviel geben wir an?",1589789449.60571
"lo8m0x70","8-FHM-15","Entweder haben wir 60 oder 59 geleistet",1589789453.9188
"pb3xsgaz","8-FHM-20","Ja gerne ",1589789456.99485
"n94ev05h","8-FHM-16","na dann toi toi toi ;)",1589789457.67999
"lo8m0x70","8-FHM-15","glaubst du, die drei, die überprüft werden, werden zufällig bestimmt?",1589789467.37027
"hl4m9t4d","8-FHM-20","Oke alles klar, dann beende ich jetzt den chat",1589789472.10049
"lo8m0x70","8-FHM-15","Dann sollten wir 60 angeben",1589789473.31786
"r8kak6j0","8-FHM-15","uff, das kann Minus geben",1589789473.87742
"pb3xsgaz","8-FHM-20","dann beenden wir den Chat jetzt, ja :)",1589789477.43575
"r8kak6j0","8-FHM-15","ich denke zufällig",1589789478.29271
"lo8m0x70","8-FHM-15","Falls es kein Zufall ist, sondern gezielt, dann besser 59",1589789484.69972
"lo8m0x70","8-FHM-15","Minus kanns immer geben, aber der Erwartungswert steigt",1589789499.92498
"2fsptkni","8-FHM-23","Hi! Aus stochastischer Sicht müssen wir schummeln 😉",1589789500.91998
"lo8m0x70","8-FHM-15","60?",1589789510.32075
"r8kak6j0","8-FHM-15","okay 60",1589789518.03803
"lo8m0x70","8-FHM-15","Guter Mann (w/m/d)!",1589789528.78049
"13r24m3g","8-FHM-22","hallo? :D",1589789532.19583
"h00ooie3","8-FHM-22","hii",1589789538.48545
"tk9ersa4","8-FHM-23","Weil die Wahrscheinlichkeit geringer ist, überprüft zu werden?",1589789539.94701
"13r24m3g","8-FHM-22","ok also was wollen wir an Überstunden angeben ? :D ",1589789553.0844
"r8kak6j0","8-FHM-15","okay beste grüße, ich beende den chat dann jetzt",1589789553.95194
"2fsptkni","8-FHM-23","Richtig. 70 Prozent Wahrscheinlichkeit, dass wir nicht überprüft werden.",1589789557.69345
"13r24m3g","8-FHM-22","pokern wir und geben beide mehr an und hoffen, dass wir nicht überprüft werden?",1589789573.00531
"h00ooie3","8-FHM-22","hmm ",1589789574.10068
"h00ooie3","8-FHM-22","jaa oder ",1589789581.33642
"13r24m3g","8-FHM-22","würde ich auch sagen",1589789586.4912
"h00ooie3","8-FHM-22","wieviel?:D",1589789608.2168
"tk9ersa4","8-FHM-23","Dann einigen wir uns am besten auf eine höhere Überstundenzahl :)",1589789612.08731
"2fsptkni","8-FHM-23","Könnte natürlich auch schiefgehen und ich will Dich nicht reinreiten.",1589789617.2177
"13r24m3g","8-FHM-22","um ehrlich zu sein würde ich sogar knallhart 60 Überstunden pro Person angeben, mehr als 1€ für 10 Überstunden können wir doch eh nicht verlieren, oder ?",1589789628.68377
"2fsptkni","8-FHM-23","Wenn wir schummeln wollen, dann volles Risiko, also 60 Überstunden angeben.",1589789649.80245
"tk9ersa4","8-FHM-23","Es ist ja zuhause keine verlorene Zeit, ich bin risikofreudig. ",1589789651.75849
"2fsptkni","8-FHM-23","😂",1589789662.04064
"h00ooie3","8-FHM-22","oki kann man versuchen",1589789663.64089
"h00ooie3","8-FHM-22","oder 55 haha",1589789668.92087
"tk9ersa4","8-FHM-23","Stimmt. Wir dürfen ja nur 60 maximal. Ja dann, geben wir 60 an! Bin dafür.",1589789675.61294
"2fsptkni","8-FHM-23","Dann let it go 👍",1589789681.81511
"2fsptkni","8-FHM-23","Viel Glück uns beiden!",1589789692.38919
"13r24m3g","8-FHM-22","wie du möchtest :D müssen halt nur das Selbe angeben, um nicht definitiv überprüft zu werden",1589789692.68517
"ci5xp4ks","8-FHM-21","Hallo, wie viel würdest du angeben?",1589789696.74844
"tk9ersa4","8-FHM-23","Ja danke, ebenso!",1589789700.52093
"h00ooie3","8-FHM-22","okay also 55?",1589789708.6279
"13r24m3g","8-FHM-22","oki",1589789712.22517
"h00ooie3","8-FHM-22","supi",1589789718.07132
"m8ify0si","8-FHM-21","hmmm gute Frage ",1589789718.71893
"ci5xp4ks","8-FHM-21","Finde 10 schon ein bisschen wenig...",1589789750.03773
"m8ify0si","8-FHM-21","ja finde ich auch",1589789755.84599
"m8ify0si","8-FHM-21","können ja pokern",1589789759.07594
"m8ify0si","8-FHM-21","können ja 20 oder 30 angeben",1589789778.14465
"ci5xp4ks","8-FHM-21","wenn wir das gleiche angeben, dürfte die Wahrscheinlichkeit ja recht hoch sein, dass es durchgeht",1589789791.21514
"m8ify0si","8-FHM-21","aber wenn wir kontrolliert werden ist es noch weniger haha",1589789795.54753
"m8ify0si","8-FHM-21","hoffentlich",1589789803.45013
"m8ify0si","8-FHM-21","ja lass uns das ausprobieren",1589789813.62363
"m8ify0si","8-FHM-21","wieviel willst du angeben?",1589789825.13384
"ci5xp4ks","8-FHM-21","dann soll sich das Pokern auch lohnen, also 30?",1589789825.3772
"m8ify0si","8-FHM-21","ja bin dabei",1589789831.01628
"ci5xp4ks","8-FHM-21","Alles klar, 30 und los geht's ",1589789845.12666
"m8ify0si","8-FHM-21","bis gleich haha",1589789855.52562
"lt101d5t","15-FHM-32","Hey!",1589976520.02837
"scjc4ekc","15-FHM-41","Ich gebe 10 Überstunden an",1589976535.11448
"kqu8ocgd","15-FHM-32","hallo",1589976535.6946
"kqu8ocgd","15-FHM-32","joa ich überlege gerade noch haha",1589976547.41128
"idkl9bvr","15-FHM-41","Warum nicht mehr?",1589976552.44505
"kqu8ocgd","15-FHM-32","also 10 wäre echt und bis zu 60 können wir sagen",1589976564.55406
"scjc4ekc","15-FHM-41","Weil wir überprüft werden können und ich bei diesen Experimenten immer Pech habe",1589976573.61402
"kqu8ocgd","15-FHM-32","wenn wir lügen würde ich mind 30 sagen",1589976576.1531
"idkl9bvr","15-FHM-41","Okay, dann geben wir 10 an",1589976615.59553
"lt101d5t","15-FHM-32","Gut, aber die Wahrscheinlichkeit, überprüft zu werden, ist ja immer gleich hoch oder?",1589976617.47128
"scjc4ekc","15-FHM-41","Gut dann beende ich den Chat jetzt",1589976632.7438
"lt101d5t","15-FHM-32","Dann können wir auch 60 sagen haha",1589976633.11644
"kqu8ocgd","15-FHM-32","wenn wir daselbe sagen iegt die bei ca. 30% ja",1589976638.14901
"kqu8ocgd","15-FHM-32","l",1589976641.6522
"kqu8ocgd","15-FHM-32","na gut dann sagen wir 60 dann sind wir im schlimmsten fall bei den 2€",1589976662.18903
"0jpzxvod","15-FHM-36","hallo",1589976665.96115
"s3gx08bg","15-FHM-36","Hey",1589976667.38355
"kqu8ocgd","15-FHM-32","und können 12 verdienen",1589976681.70414
"0jpzxvod","15-FHM-36","nur 10 überstunden diesen Monat....",1589976688.65223
"s3gx08bg","15-FHM-36","Willst du die wahren Überstunden angeben oder willst du höher angeben?",1589976696.9063
"y8x9y9e7","15-FHM-34","Hey, also wir haben 10 Überstunden gemacht. Magst du lieber nen sicheren betrag ausgezahlt bekommen?",1589976703.47142
"0jpzxvod","15-FHM-36","gute frage.... was ist deine Meinung ",1589976723.21573
"l1xv1b4v","15-FHM-30","Moin - würde sagen, wir geben mehr als 10 ÜS an und pokern - was meinst du?",1589976726.02465
"bajnqrps","15-FHM-31","Servus, 40 ist Basis, 10 Überstunden sind es gewesen aber unabhängig davon: doppelt oder nichts? 40 Überstunden angeben? Wirds geprüft ist es eben 0, wirds nicht geprüft direkt das Doppelte",1589976727.46707
"hf6qlt86","15-FHM-34","Hey :) ich bin da ganz offen. Wir könnten auch auf Risiko gehen, wenn du magst",1589976728.51222
"twxn355f","15-FHM-39","Hi :)",1589976728.62604
"y8x9y9e7","15-FHM-34","Ja gerne:) ",1589976742.05368
"hlcrps38","15-FHM-35","Hallo",1589976742.2427
"9d4pj4wc","15-FHM-35","Hallo",1589976746.02263
"rs33stri","15-FHM-30","Moin, wie viel würdest du sagen?",1589976746.98602
"twxn355f","15-FHM-39","Wollen wir mehr Überstunden angeben als wir tatsächlich gemacht haben oder safe spielen?",1589976747.54782
"y8x9y9e7","15-FHM-34","also einfach 60 Stunden angeben?",1589976749.69716
"hlcrps38","15-FHM-35","Wie viele Überstunden geben wir an?",1589976749.9222
"rs33stri","15-FHM-30","Können wir machen",1589976758.48633
"f6074qt9","15-FHM-39","Hi!",1589976758.67643
"p69s3kgv","15-FHM-38","hi",1589976760.23891
"c6idoe15","15-FHM-42","Hallo :)",1589976761.40772
"vs0simqf","15-FHM-31","würd ich auch sagen, aber dann doch 60 Stunden angeben, oder?",1589976761.57632
"vs0simqf","15-FHM-31","Können ja nicht ins ""minus""",1589976769.33161
"6n0bdb22","15-FHM-38","hi, ich hab 10 überstunden",1589976769.89241
"f6074qt9","15-FHM-39","ich würde mehr angeben",1589976769.94916
"s3gx08bg","15-FHM-36","Ich meine die 10 Überstunden sind nur 1 Euro um sicher zu sein. Können gerne auch was höher Pokern und bisschen mehr angeben oder?",1589976772.95119
"3c2cirti","15-FHM-42","Hi :)",1589976773.86537
"vs0simqf","15-FHM-31","und 60 sind maximak möglich",1589976776.04511
"0jpzxvod","15-FHM-36","haben halt nur einen euro extra also insgesamt 7 euro plus den extra euro für die Umfrage ....",1589976777.76253
"9d4pj4wc","15-FHM-35","Wir haben ja zusammen 20 und wären mit einer Angabe von 20 Überstunden korrekt, oder?!",1589976779.04503
"bajnqrps","15-FHM-31","das ist auch wahr, dann sind 60 sinnvoll",1589976780.98216
"c6idoe15","15-FHM-42","Wollen wir immer die richtige Anzahl an Überstunden angeben?",1589976782.34955
"p69s3kgv","15-FHM-38","ja, ich auch. wieviele geben wir an?",1589976785.01475
"0jpzxvod","15-FHM-36","ja eben ",1589976788.6473
"twxn355f","15-FHM-39","Okay cool, würde ich auch sagen, sind ja schon recht wenig",1589976789.84658
"f6074qt9","15-FHM-39","10 sind ja nicht wirklich viel..",1589976791.44806
"6n0bdb22","15-FHM-38","lass einfach beide 60 sagen",1589976794.31708
"hlcrps38","15-FHM-35","genau",1589976795.37534
"c6idoe15","15-FHM-42","bei meinem Glück werde ich immer überprüft :D",1589976798.66212
"twxn355f","15-FHM-39","Genau",1589976800.58565
"vs0simqf","15-FHM-31","okay, also sagen wir 60?",1589976802.18215
"0jpzxvod","15-FHM-36","aber wenn wir pokern würde ich ordentlich hoch pokern ",1589976804.1743
"f6074qt9","15-FHM-39","was würdest du denn vorschlagen wie viele?",1589976807.05821
"hf6qlt86","15-FHM-34","ja, lass das mal versuchen :)",1589976808.69139
"bajnqrps","15-FHM-31","Deal! 60 sind im Pott",1589976809.71376
"0jpzxvod","15-FHM-36","das könnte aber kritisch werden ",1589976813.12177
"hlcrps38","15-FHM-35","man kann maximal 60 machen",1589976814.62699
"9d4pj4wc","15-FHM-35","Dann würde ich sagen wir geben 20 an",1589976815.94103
"p69s3kgv","15-FHM-38","ok, aber es besteht trotzdem die möglichkeit überprüft zu werden.",1589976819.18402
"kqu8ocgd","15-FHM-32","excel sagt da siegt der erwartungswert ebenfalls",1589976820.20431
"vs0simqf","15-FHM-31","perfekt :) dann noch nen schönen tag",1589976820.93994
"bajnqrps","15-FHM-31","danke ebenso ;)",1589976824.86906
"kqu8ocgd","15-FHM-32","also 60?",1589976825.45012
"3ucoa5vm","15-FHM-33","hallo",1589976826.22186
"hlcrps38","15-FHM-35","alles klar!",1589976827.99875
"y8x9y9e7","15-FHM-34","OK. geb das so ein. Viel Glück uns;)",1589976831.74248
"3c2cirti","15-FHM-42","Geht mir genauso, haha",1589976832.17564
"6n0bdb22","15-FHM-38","ja 4/13, ist okay für mich",1589976833.66507
"twxn355f","15-FHM-39","Wenn wir mehr als 20 angeben und überprüft werden, machen wir quasi minus (außer dem ""festen Gehalt"")",1589976837.93534
"c6idoe15","15-FHM-42","perfekt :D",1589976842.25496
"hf6qlt86","15-FHM-34","danke, wünsche ich uns auch",1589976844.16471
"p69s3kgv","15-FHM-38","ok, dann 60!",1589976844.3473
"fvr21all","15-FHM-33","Hi",1589976845.60319
"y8x9y9e7","15-FHM-34","geh jetzt aus dem chat",1589976846.81805
"3c2cirti","15-FHM-42","würde auch die richtige Anzahl angeben",1589976846.88832
"hf6qlt86","15-FHM-34","cya",1589976846.94155
"lt101d5t","15-FHM-32","haha",1589976849.51212
"l1xv1b4v","15-FHM-30","Es sind 60 ÜS erlaubt (6€ Für uns) würde das mal angeben - wenn wir überprüft werden haben wir allerdings nichts - bist du bereit das Risiko einzugehen?",1589976850.15426
"hlcrps38","15-FHM-35","ehrlich währt am längsten :D ",1589976851.43197
"6n0bdb22","15-FHM-38","alles klar",1589976851.60886
"c6idoe15","15-FHM-42","na dann auf in die Überstunden.",1589976853.80841
"9d4pj4wc","15-FHM-35","Super, dann wir beide 20 und jetzt auf Chat-beenden!?",1589976854.32996
"fvr21all","15-FHM-33","ich bin dafür, dass wir die maximale Anzahl (60) angeben",1589976854.3734
"s3gx08bg","15-FHM-36","Können auch das Maximum von 60 Überstunden angeben oder? Die Strafe bezieht sich ja nur auf diesen Teil des Experimentes oder?",1589976854.42999
"9d4pj4wc","15-FHM-35","Sehe ich genauso",1589976859.24801
"3c2cirti","15-FHM-42","ok",1589976861.92887
"hlcrps38","15-FHM-35","super",1589976862.03745
"p69s3kgv","15-FHM-38","schönen tag noch",1589976862.64667
"0jpzxvod","15-FHM-36","sagen wir wir geben 50 an , dann kriegen wir jeweils nur 2 Euro insgesamt, plus halt den euro für die Umfrage , oder mache ich grad einen Fehler ?",1589976863.06634
"c6idoe15","15-FHM-42","Wünsche dir noch fröhliche Quarantäne :)",1589976866.15178
"fvr21all","15-FHM-33","die chance, dass wir kontrolliert werden, ist niedrig  (nahe 30%)",1589976868.37624
"hlcrps38","15-FHM-35","machs gut Mitarbeiter!",1589976868.8945
"lt101d5t","15-FHM-32","no risk no fun",1589976871.7473
"f674p9xo","15-FHM-40","Ich würde einfach die richtige Zahl angeben",1589976873.53008
"9d4pj4wc","15-FHM-35","Gleichfalls",1589976873.70995
"twxn355f","15-FHM-39","Aber wäre eigentlich spannender",1589976874.45444
"3c2cirti","15-FHM-42","Danke, ich dir auch :)",1589976874.87983
"p69s3kgv","15-FHM-38","chat verlassen?",1589976875.05698
"lt101d5t","15-FHM-32","60 ",1589976877.44105
"kqu8ocgd","15-FHM-32","gut, machs gut",1589976879.94427
"fvr21all","15-FHM-33","ist das okay für dich?",1589976882.92566
"l1xv1b4v","15-FHM-30","Mein überlegung war: Wenn wir bescheißen, dann die komplette Tour ",1589976883.16113
"xkq0g4ul","15-FHM-40","Machen wa",1589976884.30807
"lt101d5t","15-FHM-32","Tschüss",1589976886.27131
"3ucoa5vm","15-FHM-33","ja bin auch dafür ",1589976887.03204
"f674p9xo","15-FHM-40","oki",1589976887.42474
"f6074qt9","15-FHM-39","ja das kriegen wir ja so oder so.. Wenn wir 20 angeben und überprüft werden gehen wir auch nur mit dm festen Gehalt raus",1589976889.88872
"fvr21all","15-FHM-33","super",1589976890.13131
"f674p9xo","15-FHM-40","dann melde ich mich mal ab",1589976892.54828
"0jpzxvod","15-FHM-36","also sind ja 2 für die teilnahme , dann 4 fix , einer für die Überstunden ",1589976894.07782
"fvr21all","15-FHM-33","also geben wir beide 60 an. ",1589976896.58495
"xkq0g4ul","15-FHM-40","ich auch",1589976898.57958
"3ucoa5vm","15-FHM-33","ja ok",1589976900.83992
"fvr21all","15-FHM-33","danke",1589976905.34047
"0jpzxvod","15-FHM-36","wenn wir 50 zu viel angeben ",1589976908.17162
"f6074qt9","15-FHM-39","Und man kann ja nicht ins minus gehen",1589976910.40232
"p69s3kgv","15-FHM-38","ciao",1589976913.13348
"rs33stri","15-FHM-30","Klingt gut. Machen wir so ",1589976924.31276
"0jpzxvod","15-FHM-36","kriegen wir doch nur 2 euro oder ?",1589976932.71628
"s3gx08bg","15-FHM-36","Ja genau",1589976939.05793
"r3q61j60","15-FHM-37","Hey! Wie risikofreudig bist du? Gehen wir aufs Ganze? :) ",1589976939.90598
"aodezswg","15-FHM-37","Hi,",1589976939.91772
"twxn355f","15-FHM-39","Okay also sagen wir einfach 40 oder so?",1589976941.03591
"l1xv1b4v","15-FHM-30","Ok top - dann geben wir 60 gleich ein - ich drücke die Daumen!",1589976948.02088
"0jpzxvod","15-FHM-36","haha",1589976951.22793
"f6074qt9","15-FHM-39","ja oder 50?",1589976955.34519
"0jpzxvod","15-FHM-36","schon drastisch ",1589976956.94577
"rs33stri","15-FHM-30","Gut Glück",1589976960.86546
"3ucoa5vm","15-FHM-33","kein thema, ok dann geh ich raus aus dem chat",1589976961.58798
"f6074qt9","15-FHM-39","einfach pokern..",1589976963.02925
"twxn355f","15-FHM-39","Haha alles klar warum nicht",1589976967.77178
"l1xv1b4v","15-FHM-30","Werde jetzt den Chat verlassen ",1589976967.90562
"twxn355f","15-FHM-39","Dann 50",1589976970.33871
"aodezswg","15-FHM-37","Ja können wir machen. Die Auszahlung ist generell nicht so hoch.",1589976971.59603
"f6074qt9","15-FHM-39","top",1589976976.16117
"rs33stri","15-FHM-30","Machs gut :)",1589976979.55053
"r3q61j60","15-FHM-37","Genau, das dachte ich mir auch. Also geben wir beide 60 Überstunden an, richtig? ",1589976999.31217
"0jpzxvod","15-FHM-36","bin mir halt nicht sicher ob das alles Wirklich so zufällig ist ",1589977000.95289
"s3gx08bg","15-FHM-36","Ja aber wenn es gut läuft bekommen wir dafür umso mehr :D Dann würden wir 2 für die Teilnahme plus 4 fix und 5 für die Überstunden bekommen",1589977002.63577
"twxn355f","15-FHM-39","Alles klar, dann gehe ich jetzt aus dem Chat",1589977006.06589
"aodezswg","15-FHM-37","Wie hoch ist die Wahrscheinlichkeit, dass ein Team überprüft wird?",1589977009.90868
"aodezswg","15-FHM-37","Es gib 13 Teams und vier werden überprüft, richtig?",1589977028.34603
"0jpzxvod","15-FHM-36","ja wenn wir 50 angeben ",1589977029.79885
"r3q61j60","15-FHM-37","Es werden 4 von 13 Teams überprüft, wenn ich das richtig gelesen hab",1589977030.39088
"s3gx08bg","15-FHM-36","Die Auswahl wird schon zufällig getroffen, wer kontrolliert wird",1589977034.24281
"0jpzxvod","15-FHM-36","wenn wir 60 sogar 6 ",1589977037.45837
"aodezswg","15-FHM-37","Ja. xD",1589977040.83387
"aodezswg","15-FHM-37","Also geben wir die 60 an!",1589977052.60757
"s3gx08bg","15-FHM-36","Wie viel paare gibt es nochmal?",1589977052.72363
"0jpzxvod","15-FHM-36","sollen wir einfach 50 ?",1589977055.93311
"0jpzxvod","15-FHM-36","13",1589977057.45324
"0jpzxvod","15-FHM-36","19 sekunden ",1589977061.3018
"aodezswg","15-FHM-37","Hauptsache wir geben beide dasselbe an!",1589977062.7327
"s3gx08bg","15-FHM-36","Ja dann lass 50",1589977062.76206
"r3q61j60","15-FHM-37","Super, so machen wir das! :) Daumen gedrückt!",1589977066.77834
"0jpzxvod","15-FHM-36","ok , bis dann :)",1589977072.82094
"s3gx08bg","15-FHM-36","Also 50 überstunden",1589977073.74227
"0jpzxvod","15-FHM-36","js",1589977076.24236
"r3q61j60","15-FHM-37","Genau! Ich würde den Chat dann jetzt beenden, ok? ",1589977090.07803
"aodezswg","15-FHM-37","Jo.",1589977122.241
"r3q61j60","15-FHM-37","Dann mach's gut! Dir einen schönen Tag! ",1589977135.14828
"aodezswg","15-FHM-37","Dir auch!!!",1589977144.92836
"i7h0qr61","18-FHM-52","Hi! Ich würde vorschlagen, dass wir eine höhere Anzahl an Überstunden angeben, also auf Risiko gehen. Was sagst Du?",1590134893.31417
"rz146n9s","18-FHM-52","stimme dir zu",1590134901.57664
"i7h0qr61","18-FHM-52","Wie viele würdest Du sagen?",1590134914.81893
"rz146n9s","18-FHM-52","mmh überlege gerade, momentan haben wir 5€",1590134935.80431
"rz146n9s","18-FHM-52","also wenn wir die wahrheit sagen",1590134943.43348
"f1ojk7p0","18-FHM-54","hey",1590134950.35474
"8airu129","18-FHM-54","Moin",1590134964.28142
"rz146n9s","18-FHM-52","würde fast schon 30 Überstunden sagen",1590134965.21798
"f1ojk7p0","18-FHM-54","also 10 sind ja nicht viel, wollen wir das risiko gehen und die 60 angeben?",1590134970.63783
"i7h0qr61","18-FHM-52","Wenn wir 60 angeben, dann wären es 10 €. Werden wir kontrolliert, fallen wir auf 0, wenn ich mich nicht irre",1590134972.30248
"f1ojk7p0","18-FHM-54","Maximal verlieren wir dabei die 10",1590134980.1888
"8airu129","18-FHM-54","Okay",1590134986.5286
"f1ojk7p0","18-FHM-54","Top!",1590134992.61027
"0vva8lxk","18-FHM-55","hey",1590134992.98586
"klhow7wd","18-FHM-55","Hallo!",1590134994.3183
"rz146n9s","18-FHM-52","mmh warte oder gibt es 2 Euro Mindestauszahlung?",1590135002.94544
"i7h0qr61","18-FHM-52","Die bleiben glaube ich bestehen, ja",1590135011.29014
"e25wfxmd","18-FHM-62","mir wurde 10 gesagt, dir auch?",1590135016.5993
"2fvsvfr4","18-FHM-62","Ja",1590135023.09067
"0vva8lxk","18-FHM-55","Was hälst du davon mehr Überstunden anzugeben als geleistet?",1590135023.18589
"8airu129","18-FHM-54","Dann können wir ja den chat beenden^^",1590135026.20036
"8airu129","18-FHM-54","Hab ein schönes Wochenende",1590135031.66441
"2fvsvfr4","18-FHM-62","Also 10 oder gemeinsam betrügen? ",1590135045.12358
"e25wfxmd","18-FHM-62","dann geben wir das auch so an, wenn sie uns das nächste Mal fragen. Einverstanden?",1590135046.19261
"i7h0qr61","18-FHM-52","Ich wäre für Risiko, also 60 anzugeben. Aber mit 30 wäre ich auch einverstanden, wenn dir das lieber ist",1590135053.56421
"adb8zmsr","18-FHM-65","Hallo!",1590135058.25665
"klhow7wd","18-FHM-55","Kann halt gut oder schief gehen. Es gibt ja immer die Chance, dass wir überprüft werden. Wäre aber grundsätzlich dazu bereit :)",1590135060.47734
