,lfd_Nr,Session,Treatment,Subject_ID,Period,Subject,Group,PlayerID,Group_ID_simuliert,Message_Nr,Money - allgemein,Money - pro honesty,Money - pro lying,Steuern allgemein,argument für Steuern (pro honesty),argument gegen Steuern (pro lying),Risk - allgemein,Risk - pro honesty,Risk - pro lying,Honesty - allgemein,Honesty - pro honesty,Honesty - pro lying,Zahlenvorschlag - allgemein,Zahlenvorschlag pro honesty,Zahlenvorschlag pro lying,Previous Strategy - keep  - pro honesty,Previous Strategy - keep - pro lying,Previous Strategy - change - pro honesty,Previous Strategy - change - pro lying,Realität/Spiel,Steuergerechtigkeit,Steuerehrlichkeit,argument insecurity - allgemein,argument insecurity honest,argument insecurity lie,argument rules - allgemein,argument rules yes,argument rules no,argument others - allgemein,argument others honest,argument others lie,argument consequences - allgemein,consequences positive,consequences negative,taxes_new,Chat
961,962,2,3,23,9,2,3,2,10,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weiß ich ehrlich gesagt nicht
962,963,2,3,24,9,3,3,3,10,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy?
963,964,2,3,34,9,13,3,1,10,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Schnulzen?
964,965,2,3,23,9,2,3,2,10,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy vereinzelt, dieses Jahr kommt eine raus, ansonsten überwiegend Dramen würde ich sagen"
965,966,2,3,34,9,13,3,1,10,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Puh
966,967,2,3,24,9,3,3,3,10,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ü50?
967,968,2,3,23,9,2,3,2,10,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ja
968,969,2,3,34,9,13,3,1,10,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oscargewinner?
969,970,2,3,23,9,2,3,2,10,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ähm ja, denke schon"
970,971,2,3,34,9,13,3,1,10,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bitte auflösen... :D
971,972,2,3,24,9,3,3,3,10,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich glauben wir Schaffens nicht. Wer ist denn?
972,973,2,3,23,9,2,3,2,10,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tipp: die verurteilten
973,974,2,3,23,9,2,3,2,10,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Morgan Freeman
974,975,2,3,23,9,2,3,2,10,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:)#
975,976,2,3,27,1,6,4,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guten Tag
976,977,2,3,28,1,7,4,3,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hi
977,978,2,3,28,1,7,4,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Irgendwelche Vorschläge
978,979,2,3,27,1,6,4,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Habt ihr Vorschläge
979,980,2,3,27,1,6,4,2,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
980,981,2,3,25,1,4,4,1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immer 0 angeben?
981,982,2,3,27,1,6,4,2,11,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ich bin ja eher für Risiko, weil 70 % Erfolgschance ist"
982,983,2,3,25,1,4,4,1,11,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zu 70 % gibt da dann 20 Euro, oder?"
983,984,2,3,27,1,6,4,2,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,richtig
984,985,2,3,25,1,4,4,1,11,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dann würde ich auch 0 angeben
985,986,2,3,27,1,6,4,2,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ok, dann 0"
986,987,2,3,27,1,6,4,2,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ist ja wie Hotel hier.
987,988,2,3,25,1,4,4,1,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jetzt müssen wir glaube ich alle den Chat verlassen und dann was wählen
988,989,2,3,28,1,7,4,3,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weiß einer von euch wie man diesen kleinen Taschenrechner aus macht?
989,990,2,3,27,1,6,4,2,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Geht von alleine
990,991,2,3,28,1,7,4,3,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ok danke
991,992,2,3,28,1,7,4,3,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dann hab ich auch keine fragen mehr
992,993,2,3,27,1,6,4,2,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wir müssen doch eh auf alle anderen warten @1
993,994,2,3,28,2,7,4,3,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja schade
994,995,2,3,25,2,4,4,1,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich bleib dabei
995,996,2,3,27,2,6,4,2,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich auch
996,997,2,3,28,2,7,4,3,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja trotzdem 0
997,998,2,3,28,2,7,4,3,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aber sollte der Spaß hier nicht um 11 schon vorbei sein?
998,999,2,3,27,2,6,4,2,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ok dauert ja lange bis wir einig sind
999,1000,2,3,25,2,4,4,1,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
1000,1001,2,3,28,2,7,4,3,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ah kacke
1001,1002,2,3,27,2,6,4,2,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nee bis 12 stand in der Jobbeschreibung
1002,1003,2,3,25,2,4,4,1,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Geht das hier schneller, wenn wir alle den Chat verlassen, oder müssen wir eh auf alle anderen warten?"
1003,1004,2,3,27,2,6,4,2,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lass mal testen, aber ich denke bringt nichts"
1004,1005,2,3,28,2,7,4,3,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ich denke, es geht schneller, wenn alle anderen aus den anderen Gruppen auch den Chat verlassen "
1005,1006,2,3,25,2,4,4,1,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Könnte einer von euch das vielleicht kurz laut rufen
1006,1007,2,3,27,2,6,4,2,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ok wir verlassen bei 170 sek. Alle den Chat für 10 sek.
1007,1008,2,3,25,3,4,4,1,11,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1008,1009,2,3,27,3,6,4,2,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ernsthaft?
1009,1010,2,3,27,3,6,4,2,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Die Wahrscheinlichkeit lag bei 9 % dass das 2-mal passiert.
1010,1011,2,3,28,3,7,4,3,11,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja das läuft hier ja irgendwie gar nicht. Würde trotzdem wieder 0 sagen
1011,1012,2,3,25,3,4,4,1,11,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Von 9-mal wird es ungefähr 3-mal passieren, oder?"
1012,1013,2,3,27,3,6,4,2,11,38,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Egal, weiter 0, dass das 3-mal passiert läge bei 2,7 %."
1013,1014,2,3,25,3,4,4,1,11,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Klar wir müssen jetzt bei 0 bleiben
1014,1015,2,3,25,3,4,4,1,11,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sonst verlieren wir ja theoretisch Honey
1015,1016,2,3,28,3,7,4,3,11,41,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ja gut jetzt ist die Wahrscheinlichkeit 30 %, dass ein drittes mal passiert aber ich würde auch weiterhin bei 0 bleiben"
1016,1017,2,3,27,3,6,4,2,11,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wahrscheinlich ist das gar kein Zufall und die experimentsleite lachen sich weg, dass wir nicht zu belehren sind."
1017,1018,2,3,28,3,7,4,3,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kurzes Feedback. War die letzte runde schneller vorbei als die davor oder hat es genauso lange gedauert?
1018,1019,2,3,27,3,6,4,2,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"genauso lange, hat nichts gebracht"
1019,1020,2,3,27,3,6,4,2,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wer hat gestern championsleague gespielt
1020,1021,2,3,28,3,7,4,3,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juve : Porto 1:0
1021,1022,2,3,27,3,6,4,2,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wer ist weiter?
1022,1023,2,3,28,3,7,4,3,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leicster : Sevilla 2:0
1023,1024,2,3,28,3,7,4,3,11,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juve und leichter
1024,1025,2,3,27,3,6,4,2,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echt? Als ob Leicester im 1/4finale ist.
1025,1026,2,3,28,3,7,4,3,11,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja doch
1026,1027,2,3,27,3,6,4,2,11,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Die kriegen doch gar nichts hin diese Saison in der ppm
1027,1028,2,3,28,3,7,4,3,11,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja ich weiß
1028,1029,2,3,28,3,7,4,3,11,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aber CL läuft halt halbwegs
1029,1030,2,3,28,3,7,4,3,11,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aber ich glaub, jetzt ist auch ende für die"
1030,1031,2,3,27,3,6,4,2,11,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sind ja wie die dortmunder.
1031,1032,2,3,27,3,6,4,2,11,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Na ja viel erfolgt euch noch
1032,1033,2,3,27,4,6,4,2,11,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Was sollte das denn bitte?
1033,1034,2,3,27,4,6,4,2,11,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Haben die zu viel Papier oder Tinte, oder wollen die uns einfach nur länger hier behalten?"
1034,1035,2,3,25,4,4,4,1,11,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gute frage
1035,1036,2,3,28,4,7,4,3,11,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Habt ihr das neue Experiment verstanden? Also das erste war ja noch einfach aber jetzt ha ihm ja der keine Ahnung mehr was ich machen soll
1036,1037,2,3,27,4,6,4,2,11,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Völlig raus.
1037,1038,2,3,25,4,4,4,1,11,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja ich glaub jetzt sollen wir den Computer ausschalten
1038,1039,2,3,25,4,4,4,1,11,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stand da am Ende
1039,1040,2,3,28,4,7,4,3,11,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
1040,1041,2,3,28,4,7,4,3,11,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wo ist denn überhaupt der Power Button
1041,1042,2,3,27,4,6,4,2,11,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Einfach Kabel herausreißen
1042,1043,2,3,28,4,7,4,3,11,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aber immerhin wurden wir letzte runde nicht kontrolliert
1043,1044,2,3,27,4,6,4,2,11,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ja, weiter so."
1044,1045,2,3,27,4,6,4,2,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wenn jetzt gleich das dritte Mal die gleiche Instruktion kommt.^^
1045,1046,2,3,28,4,7,4,3,11,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ich mein, irgendeinen Sinn müssen die dahinter doch eigentlich sehen, aber ich hab echt keine Chunk was genau das sein soll"
1046,1047,2,3,27,4,6,4,2,11,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ja eigentlich schon, aber 10 Minuten um den gleichen Text nochmal zu lesen? So mitreißend war der dann doch nicht"
1047,1048,2,3,28,5,7,4,3,11,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ich glaub, die machen das hier heute echt nur, um uns zu verarschen"
1048,1049,2,3,25,5,4,4,1,11,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja also bei 9-mal kann es schon 3-mal kommen
1049,1050,2,3,25,5,4,4,1,11,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jetzt darf es halt gar nicht mehr kommen
1050,1051,2,3,28,5,7,4,3,11,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja wir haben jetzt aber gerade mal 4
1051,1052,2,3,27,5,6,4,2,11,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja aber 1April kommt doch erst noch^^
1052,1053,2,3,27,5,6,4,2,11,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nee wir wurden 3-mal kontrolliert
1053,1054,2,3,28,5,7,4,3,11,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Und wer weiß vielleicht ist der 3. teil ja auch was komplett Neues
1054,1055,2,3,28,5,7,4,3,11,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ne 4 runden gespielt
1055,1056,2,3,27,5,6,4,2,11,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Habt ihr #jüngeralsmeinbruder mitgekriegt?
1056,1057,2,3,28,5,7,4,3,11,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nein
1057,1058,2,3,28,5,7,4,3,11,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Was ist passiert?
1058,1059,2,3,27,5,6,4,2,11,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lohnt sich, hat über 1000 comments. Es geht um eine 26-jährige Doktorandin, die über Tinder einen 17-jährigen kennenlernt, der sich aber als 24 ausgibt und die starten halt bisschen + undso."
1059,1060,2,3,28,5,7,4,3,11,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haha wie geil
1060,1061,2,3,28,5,7,4,3,11,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aber wenn man mit 17 als 24-jähriger durchgeht. Nicht schlecht
1061,1062,2,3,27,5,6,4,2,11,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Und als er ihr dann erzählt hat, dass er 17 ist begann der Hotel und dann mischt sich noch seine Mama ein, die ist die beste"
1062,1063,2,3,27,5,6,4,2,11,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja aber voll das Muttersöhnchen der Typ
1063,1064,2,3,27,6,6,4,2,11,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sehr gut
1064,1065,2,3,28,6,7,4,3,11,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nochmal zu dem #jüngeralsmeinbruder. Die Mutter hat dann angeblich was gejodelt oder wie?
1065,1066,2,3,27,6,6,4,2,11,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Na ja von hat halt voll gute Sprüche teilweise. Aber auch von anderen kam sowas wie \woran hält sich von beim Sex fest? Am Schulranzen\q
1066,1067,2,3,27,6,6,4,2,11,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nee die Mutter hat nicht gejodelt, sondern von angeschrieben und angerufen"
1067,1068,2,3,27,6,6,4,2,11,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Also privat
1068,1069,2,3,28,6,7,4,3,11,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ok der ist geil^^
1069,1070,2,3,28,6,7,4,3,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Achso ok
1070,1071,2,3,28,6,7,4,3,11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wollte schon sagen, dass das echt sehr unglaubwürdig klingt"
1071,1072,2,3,27,6,6,4,2,11,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Und sie wollte sich dann mit ihrem 17-jährigen aussprechen und dann war die Mutter beim Treffen dabei und hat erzählt, dass die erste liebe so wichtig sei undso."
1072,1073,2,3,28,6,7,4,3,11,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aber ganz im Ernst. Auch mit 17 nimmst du zu sowas doch nicht deine Mutter mit
1073,1074,2,3,28,6,7,4,3,11,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Also eigentlich gerade mit 17
1074,1075,2,3,27,6,6,4,2,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Also wenn der Typ was Ernstes wollte, dann gibt man sich nicht als 24 aus aber ok. Der hat halt seinen Freunden erzählt er wäre mit einer 26-jährigen zusammen und sowas."
1075,1076,2,3,28,6,7,4,3,11,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Da erzählt man seinen Eltern doch eigentlich so wenig wie möglich
1076,1077,2,3,27,6,6,4,2,11,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja als 17-jähriger könnte man seine Probleme eigentlich selber lösen
