participant__session__code,participant__session_id,participant__id_in_session,participant__code,channel,nickname,body,timestamp
lz7dyuw7,214,2,bgb6kfog,214-stage_1-267,Mitarbeiter,tschü,1574774992.5206358
lz7dyuw7,214,5,wmznqgle,214-stage_1-269,Mitarbeiter,Reichen dir die 15 ?,1574775233.312917
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,Hallo ja,1574775245.780993
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,und diR ?,1574775274.917266
lz7dyuw7,214,5,wmznqgle,214-stage_1-269,Mitarbeiter,"ok mir ists eigentlich egal, wir können auch 50 sagen. die chance kontrolliert zu werden liegt bei 1/3 ",1574775279.74985
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,JA ABER NEIN,1574775303.4602292
lz7dyuw7,214,5,wmznqgle,214-stage_1-269,Mitarbeiter,ok also 15?,1574775314.014961
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,1 zu 3 ?,1574775332.0037189
lz7dyuw7,214,5,wmznqgle,214-stage_1-269,Mitarbeiter,"ja 12 Leute, 6 Gruppen, 2 werden ausgewählt",1574775348.3107998
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,ok alles oder nichts,1574775367.371211
lz7dyuw7,214,5,wmznqgle,214-stage_1-269,Mitarbeiter,top :D,1574775372.3109162
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,50 dinger,1574775378.243794
lz7dyuw7,214,5,wmznqgle,214-stage_1-269,Mitarbeiter,9€ safe,1574775383.470401
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,SAFE,1574775387.50781
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,hoffentlich,1574775392.315535
lz7dyuw7,214,5,wmznqgle,214-stage_1-269,Mitarbeiter,"ja ansonsten 4 sind nur 1,5 € verlust",1574775406.4222
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,:-),1574775406.450287
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,ok 50,1574775428.609779
lz7dyuw7,214,5,wmznqgle,214-stage_1-269,Mitarbeiter,ja,1574775431.05327
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,;-),1574775443.041769
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,wenn das jetzt aber alle machen?,1574775489.171684
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,WTF,1574775493.8737988
lz7dyuw7,214,5,wmznqgle,214-stage_1-269,Mitarbeiter,ja die chance ist trotzdem 1/3,1574775497.756418
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,egal,1574775499.041617
lz7dyuw7,214,5,wmznqgle,214-stage_1-269,Mitarbeiter,die sieht ja nicht wer was angegeben hat,1574775513.85325
lz7dyuw7,214,6,for718dj,214-stage_1-269,Mitarbeiter,"4,- Euro Safe",1574775515.307658
