participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.hours_stated_player,player.is_audited,player.prob_to_check,player.fine,player.lab_points,player.points_euro,player.same_hours_player,player.audited_both,player.control_correct,player.belief,player.age,player.gender,player.study,player.study_level,player.econ,player.moral_freude,player.moral_aerger,player.moral_angst,player.moral_scham,player.moral_schuld,player.risk,player.lie,player.complex,player.pol,player.income,player.pray,player.lab_exp,player.exp_demand_q,player.exp_demand_open,player.exp_demand_chat,player.exp_demand_chat_open,player.feedback,player.payoff,group.id_in_subsession,group.classifier_result,group.to_audit,group.same_hours,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,poheutsi,,0,1,13,stage_1,check_understanding,2019-11-18 09:07:34.026890+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,4zocazoy,,,,,,1
2,wjte5gmy,,0,1,13,stage_1,check_understanding,2019-11-18 09:07:34.028832+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,4zocazoy,,,,,,1
1,t4lpmyv3,,0,10,12,stage_2,inform_payoff,2019-11-18 09:07:55.079469+00:00,1,,,0.00,1,1,1,,-14,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,1,1,jw8b3tqi,,,,,,1
2,dcdal7cw,,0,10,12,stage_2,inform_payoff,2019-11-18 09:07:55.082003+00:00,1,,,0.00,2,1,1,,-14,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,1,1,jw8b3tqi,,,,,,1
1,ebuftn61,,0,1,12,stage_1,check_understanding,2019-11-18 09:27:53.486930+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,b1074xok,,,,,,1
2,0ft3t57q,,0,1,12,stage_1,check_understanding,2019-11-18 09:27:53.495680+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,b1074xok,,,,,,1
1,v19a1nl4,,0,7,17,stage_1,state_hours,2019-11-18 09:28:24.202189+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,pgoho96u,,,,,,1
2,84svfhsg,,0,7,17,stage_1,state_hours,2019-11-18 09:28:24.200149+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,pgoho96u,,,,,,1
1,hgmxxyrr,,0,17,17,stage_2,outro,2019-11-18 09:56:56.480928+00:00,1,,,67.00,1,3,1,,-12,,,0,,0,,2,1,2,1,,5,5,5,5,5,1,4,4,,,,,,2,2,2,22,67.00,1,,1,0,1,ljrdo84w,,,,,,1
2,1ed8id2m,,0,11,17,stage_2,questions_socio,2019-11-18 09:57:00.041384+00:00,1,,,68.00,2,2,1,,-13,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,68.00,1,,1,0,1,ljrdo84w,,,,,,1
1,n4b1srbu,,0,15,17,stage_2,inform_payoff,2019-11-18 10:02:08.373058+00:00,1,,,68.00,1,2,1,,-13,,,1,,0,,22,1,2,2,,6,5,5,4,4,4,3,7,,,,,,22,2,22,,68.00,1,,1,1,1,me0eylf0,,,,,,1
2,4y38zrrc,,0,11,17,stage_2,questions_socio,2019-11-18 10:02:11.049013+00:00,1,,,68.00,2,2,1,,-13,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,68.00,1,,1,1,1,me0eylf0,,,,,,1
1,aoajahzy,,0,7,11,stage_2,hours_wait,2019-11-18 10:22:35.361955+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,1,1,tncfz854,,,,,,1
2,awd8s7dw,,0,7,11,stage_2,hours_wait,2019-11-18 10:22:35.363596+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,1,1,tncfz854,,,,,,1
1,b672bwwl,,0,10,13,stage_2,questions_other,2019-11-18 10:23:20.632045+00:00,1,,,68.00,1,2,1,,-13,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,68.00,1,,1,1,1,nlq0wi1z,,,,,,1
2,htvuj6rh,,0,10,13,stage_2,questions_other,2019-11-18 10:23:20.629883+00:00,1,,,68.00,2,2,1,,-13,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,68.00,1,,1,1,1,nlq0wi1z,,,,,,1
1,fe76wfwx,,0,1,13,stage_1,check_understanding,2019-11-19 09:21:02.981945+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,qwb9jmmo,,,,,,1
2,3mhb000o,,0,1,13,stage_1,check_understanding,2019-11-19 09:21:02.980034+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,qwb9jmmo,,,,,,1
1,i5d5w5rb,,0,1,14,stage_1,check_understanding,2019-11-19 09:29:46.358664+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,1uch3zea,,,,,,1
2,mc7cnkpb,,0,1,14,stage_1,check_understanding,2019-11-19 09:29:46.302976+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,1uch3zea,,,,,,1
1,8w1k6xap,,0,11,14,stage_2,questions_other,2019-11-19 09:33:00.695988+00:00,1,,,68.00,1,2,1,,-13,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,68.00,1,,1,1,1,tc8lckbk,,,,,,1
2,z6kc5ft3,,0,11,14,stage_2,questions_other,2019-11-19 09:33:00.697896+00:00,1,,,68.00,2,2,1,,-13,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,68.00,1,,1,1,1,tc8lckbk,,,,,,1
1,vvwciw7s,,0,2,17,stage_1,feedback_understanding_0,2019-11-19 09:50:22.178548+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,reea2quf,,,,,,1
2,10137fy1,,0,1,17,stage_1,check_understanding,2019-11-19 09:50:22.181764+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,reea2quf,,,,,,1
1,em97z69t,,0,7,17,stage_1,state_hours,2019-11-19 09:56:38.559023+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,rqteg9u2,,,,,,1
2,2m3aukxf,,0,7,17,stage_1,state_hours,2019-11-19 09:56:38.560852+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,rqteg9u2,,,,,,1
1,kqgcqve6,,0,13,17,stage_2,questions_other,2019-11-19 10:12:15.743722+00:00,1,,,68.00,1,2,1,,-13,,,1,,0,,2,2,7,4,,4,5,3,5,5,10,3,3,4,,,,,,,,,68.00,1,,1,1,1,dshp6cio,,,,,,1
2,gtm4rqr8,,0,13,17,stage_2,questions_other,2019-11-19 10:12:15.741422+00:00,1,,,68.00,2,2,1,,-13,,,1,,0,,3,3,3,5,,0,0,0,0,0,,,,,,,,,,,,,68.00,1,,1,1,1,dshp6cio,,,,,,1
1,lsx7ke4s,,0,10,12,stage_2,inform_payoff,2019-11-19 14:00:46.351111+00:00,1,,,69.00,1,1,1,,-14,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,69.00,1,,1,1,1,lhz6t35u,,,,,,1
2,3k5270v7,,0,10,12,stage_2,inform_payoff,2019-11-19 14:00:46.353112+00:00,1,,,69.00,2,1,1,,-14,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,69.00,1,,1,1,1,lhz6t35u,,,,,,1
1,c8vm0rvt,,0,9,12,stage_2,hours_wait,2019-11-19 14:09:41.470020+00:00,1,,,0.00,1,1,1,,-14,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,1,1,p8xv05r2,,,,,,1
2,rsn00qtv,,0,9,12,stage_2,hours_wait,2019-11-19 14:09:41.477318+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,1,1,p8xv05r2,,,,,,1
1,nrgpbcah,,0,10,12,stage_2,inform_payoff,2019-11-19 14:10:37.383236+00:00,1,,,87.00,1,1,1,,-14,69,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,87.00,1,,1,1,1,29de49ud,,,,,,1
2,ayvvyrkr,,0,10,12,stage_2,inform_payoff,2019-11-19 14:10:37.378221+00:00,1,,,87.00,2,1,1,,-14,69,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,87.00,1,,1,1,1,29de49ud,,,,,,1
1,mp2lzw7t,,0,9,12,stage_2,hours_wait,2019-11-19 14:13:46.950532+00:00,1,,,0.00,1,1,1,,-14,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,0,1,g7arca5g,,,,,,1
2,pl9xb7sv,,0,9,12,stage_2,hours_wait,2019-11-19 14:13:46.956844+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,0,1,g7arca5g,,,,,,1
1,y21ukt0o,,0,9,12,stage_2,hours_wait,2019-11-19 14:22:40.180786+00:00,1,,,0.00,1,1,1,,-14,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,0,1,ng2ejm8e,,,,,,1
2,a1httrxi,,0,9,12,stage_2,hours_wait,2019-11-19 14:22:40.183819+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,0,1,ng2ejm8e,,,,,,1
1,fzwns1bi,,0,9,12,stage_2,hours_wait,2019-11-19 14:26:46.447363+00:00,1,,,0.00,1,1,1,,-14,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,0,1,j13vi7ne,,,,,,1
2,ga9glm1c,,0,9,12,stage_2,hours_wait,2019-11-19 14:26:46.452600+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,0,1,j13vi7ne,,,,,,1
1,21qfs2mk,,0,12,12,stage_2,outro,2019-11-19 14:30:57.499933+00:00,1,,,24.90,1,1,1,,-14,6.9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,dd,24.90,1,,1,0,1,smtwwlyu,,,,,,1
2,bl12w7x5,,0,12,12,stage_2,outro,2019-11-19 14:30:57.504525+00:00,1,,,23.80,2,2,1,,-13,6.8,,0,,0,,,,,,,,,,,,,,,,,,,,,,,dd,23.80,1,,1,0,1,smtwwlyu,,,,,,1
1,xsjll1c7,,0,10,11,stage_2,outro_feedback,2019-11-19 14:47:39.770870+00:00,1,,,87.00,1,1,1,,-14,69,6.90,1,,0,,,,,,,,,,,,,,,,,,,,,,,,87.00,1,,1,1,1,5s37ce8o,,,,,,1
2,o2jea6vf,,0,10,11,stage_2,outro_feedback,2019-11-19 14:47:39.811453+00:00,1,,,87.00,2,1,1,,-14,69,6.90,1,,0,,,,,,,,,,,,,,,,,,,,,,,,87.00,1,,1,1,1,5s37ce8o,,,,,,1
1,rsu0a5nd,,0,6,11,stage_1,state_hours,2019-11-19 15:26:34.112005+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,rzmuzbki,,,,,,1
2,0qluz7mv,,0,6,11,stage_1,state_hours,2019-11-19 15:26:34.109952+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,rzmuzbki,,,,,,1
1,wngyf1zf,,0,6,11,stage_1,state_hours,2019-11-19 15:39:48.225894+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,jyuae6vw,,,,,,1
2,udqqtl3x,,0,6,11,stage_1,state_hours,2019-11-19 15:39:48.223875+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,jyuae6vw,,,,,,1
1,pl88b1jc,,0,3,11,stage_1,chat_wait_before,2019-11-19 15:42:10.373596+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,m6zccsc4,,,,,,1
2,pag1xp19,,0,1,11,stage_1,introduction,2019-11-19 15:42:10.376771+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,m6zccsc4,,,,,,1
1,w1q0jvi0,,0,6,11,stage_1,state_hours,2019-11-19 15:43:08.223811+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,m9n8r7fn,,,,,,1
2,33g06b7v,,0,6,11,stage_1,state_hours,2019-11-19 15:43:08.221747+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,m9n8r7fn,,,,,,1
1,o2luqsjo,,0,4,11,stage_1,chat,2019-11-19 15:49:33.309744+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,54evm6qo,,,,,,1
2,5vwrzhj4,,0,4,11,stage_1,chat,2019-11-19 15:49:33.311797+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,54evm6qo,,,,,,1
1,sljbzf8b,,0,1,12,stage_1,ini,2019-11-20 08:39:31.281101+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,v9lw2zsd,,,,,,1
2,6vj6m34i,,0,1,12,stage_1,ini,2019-11-20 08:39:31.284151+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,v9lw2zsd,,,,,,1
1,qp2sg3k3,,0,5,11,stage_1,chat_wait,2019-11-20 09:02:45.971395+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,cbckzts4,,,,,,1
2,rpkx4uby,,0,5,11,stage_1,chat_wait,2019-11-20 09:02:45.973687+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,cbckzts4,,,,,,1
1,uns4zcgd,,0,5,11,stage_1,chat_wait,2019-11-20 09:07:37.981644+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,gsivlpz5,,,,,,1
2,kterfm87,,0,5,11,stage_1,chat_wait,2019-11-20 09:07:37.974995+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,gsivlpz5,,,,,,1
1,bngtlofe,,0,5,11,stage_1,chat_wait,2019-11-20 09:09:31.715535+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,gzxddujp,,,,,,1
2,q43386g9,,0,5,11,stage_1,chat_wait,2019-11-20 09:09:31.723759+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,gzxddujp,,,,,,1
1,g5hwltt3,,0,6,12,stage_1,chat_wait,2019-11-20 09:16:23.654926+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,r0e323ul,,,,,,1
2,1h3mp7qd,,0,6,12,stage_1,chat_wait,2019-11-20 09:16:23.657028+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,r0e323ul,,,,,,1
1,482eynz9,,0,6,12,stage_1,chat_wait,2019-11-20 09:23:29.827345+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,0hrf26z9,,,,,,1
2,ufldmqhy,,0,6,12,stage_1,chat_wait,2019-11-20 09:23:29.823001+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,0hrf26z9,,,,,,1
1,n91vpfle,,0,2,12,stage_1,introduction,2019-11-20 10:09:59.437690+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,l4asght5,,,,,,1
2,bxysddo8,,0,2,12,stage_1,introduction,2019-11-20 10:09:59.440193+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,l4asght5,,,,,,1
1,v7ax8azv,,0,4,12,stage_1,chat_wait_before,2019-11-20 10:31:43.785859+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,erqhkxpk,,,,,,1
2,brp9cuu0,,0,3,12,stage_1,check_understanding,2019-11-20 10:31:43.787842+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,erqhkxpk,,,,,,1
1,ch3qgrqc,,0,6,12,stage_1,chat_wait,2019-11-20 11:10:04.751850+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,qah5dl5f,,,,,,1
2,z9pij1tp,,0,6,12,stage_1,chat_wait,2019-11-20 11:10:04.753617+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,qah5dl5f,,,,,,1
1,0os6q4nn,,0,4,10,stage_1,chat_wait,2019-11-20 11:11:43.466726+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,g98jmfh8,,,,,,1
2,rbxnrnqa,,0,4,10,stage_1,chat_wait,2019-11-20 11:11:43.464865+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,g98jmfh8,,,,,,1
1,mc8d6szv,,0,2,8,stage_1,chat_wait,2019-11-20 11:13:25.521772+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,zldt4llo,,,,,,1
2,sk5qgz98,,0,2,8,stage_1,chat_wait,2019-11-20 11:13:25.524352+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,zldt4llo,,,,,,1
1,kwezethu,,0,3,8,stage_1,state_hours,2019-11-20 11:17:45.104986+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,a6mtgieu,,,,,,1
2,pnk9bf8k,,0,3,8,stage_1,state_hours,2019-11-20 11:17:45.097611+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,a6mtgieu,,,,,,1
1,mn76g7ln,,0,3,13,stage_1,intro_spec,2019-11-20 11:34:23.533430+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,uc54d1rr,,,,,,1
2,1bky8o2p,,0,3,13,stage_1,intro_spec,2019-11-20 11:34:23.535472+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,uc54d1rr,,,,,,1
1,372c8ypn,,0,3,13,stage_1,intro_spec,2019-11-20 11:38:38.505014+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,0tpptv5b,,,,,,1
2,gyubupyk,,0,3,13,stage_1,intro_spec,2019-11-20 11:38:38.498771+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,0tpptv5b,,,,,,1
1,2lmxinmh,,0,1,10,stage_1,check_understanding,2019-11-20 11:49:32.986707+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,80bupwys,,,,,,1
2,5gi7h14m,,0,1,10,stage_1,check_understanding,2019-11-20 11:49:32.977181+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,80bupwys,,,,,,1
1,bzzwe9xs,,0,1,10,stage_1,check_understanding,2019-11-20 11:52:08.376481+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,ibqk5x95,,,,,,1
2,jd4aladh,,0,1,10,stage_1,check_understanding,2019-11-20 11:52:08.378474+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,ibqk5x95,,,,,,1
1,lh1h8kih,,0,1,10,stage_1,check_understanding,2019-11-20 11:54:51.353919+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,ot20bvii,,,,,,1
2,tp2k0p94,,0,1,10,stage_1,check_understanding,2019-11-20 11:54:51.351866+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,ot20bvii,,,,,,1
1,gaylnhbv,,0,1,10,stage_1,check_understanding,2019-11-20 11:57:59.381794+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,zt6e08pe,,,,,,1
2,ir43rx2b,,0,1,10,stage_1,check_understanding,2019-11-20 11:57:59.384765+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,zt6e08pe,,,,,,1
1,hmkfosq6,,0,14,14,stage_2,outro,2019-11-20 12:05:54.273096+00:00,1,,,45.00,1,22,1,,7,48,4.80,0,,0,,,,,,,,,,,,,,,,,,,,,,,nein,45.00,1,,1,0,1,4llnd57o,,,,,,1
2,t02ujfqm,,0,14,14,stage_2,outro,2019-11-20 12:05:54.276232+00:00,1,,,83.00,2,3,1,,-12,67,6.70,0,,0,,,,,,,,,,,,,,,,,,,,,,,nein,83.00,1,,1,0,1,4llnd57o,,,,,,1
1,d3k12mz4,,1,1,18,stage_1,intro_gen,2019-11-20 12:13:12.331689+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,dwxhuwwm,,,,,,1
2,4ew4zxam,,1,1,18,stage_1,intro_gen,2019-11-20 12:13:12.329368+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,dwxhuwwm,,,,,,1
1,cooiacrn,,0,13,18,stage_2,questions_other,2019-11-20 12:13:40.109924+00:00,1,,,0.00,1,,,,,,,,,,,3,1,1,2,1,2,5,3,7,4,,,,,,,,,,,,,0.00,1,,1,,1,zbgc0zvd,,,,,,1
2,cg0ipmeh,,0,15,18,stage_2,payoff_wait,2019-11-20 12:13:40.107400+00:00,1,,,0.00,2,,,,,,,,,,,2,1,3,2,2,3,5,5,3,4,3,2,4,3,8,1,5,2,Nein,2,Nein,,0.00,1,,1,,1,zbgc0zvd,,,,,,1
1,yr9qjiag,,0,18,18,stage_2,outro,2019-11-20 12:24:32.672031+00:00,1,,,83.00,1,3,1,,-12,67,6.70,1,,0,,2,1,2,3,2,7,7,7,7,7,5,2,5,8,2,3,3,2,w,2,w,w,83.00,1,,1,1,1,neila7uz,,,,,,1
2,lp3dti8n,,0,18,18,stage_2,outro,2019-11-20 12:24:32.673845+00:00,1,,,83.00,2,3,1,,-12,67,6.70,1,,0,,3,1,2,1,1,2,3,3,3,3,2,2,3,3,34,1,3,2,2,1,2,w,83.00,1,,1,1,1,neila7uz,,,,,,1
1,ibjuk22o,,0,10,18,stage_2,questions_prep,2019-11-21 08:22:49.821643+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,y2rfcdhl,,,,,,1
2,9zdfjq4l,,0,10,18,stage_2,questions_prep,2019-11-21 08:22:49.828979+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,y2rfcdhl,,,,,,1
1,oceqbl5w,,0,16,18,stage_2,payoff_show,2019-11-21 08:42:03.746281+00:00,1,,,85.00,1,2,1,,-13,68,6.80,1,,0,2,3,2,1,3,1,3,4,6,3,5,4,3,5,7,2,2,2,2,Nein,2,Nein,,85.00,1,,1,1,1,hvhq7j00,,,,,,1
2,069k0dpw,,0,16,18,stage_2,payoff_show,2019-11-21 08:42:08.304485+00:00,1,,,85.00,2,2,1,,-13,68,6.80,1,,0,2,2,2,2,2,2,1,4,3,5,4,6,2,5,7,3,2,4,2,3,2,3,,85.00,1,,1,1,1,hvhq7j00,,,,,,1
1,ircrja8c,,0,4,18,stage_1,check_understanding,2019-11-21 09:16:29.835361+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,gjrsmeeu,,,,,,1
2,vz3qd92j,,0,4,18,stage_1,check_understanding,2019-11-21 09:16:29.849482+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,gjrsmeeu,,,,,,1
1,5xkqt4ba,,0,3,18,stage_1,intro_spec,2019-11-21 09:26:41.913805+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,gc73e7tl,,,,,,1
2,pbgf5cku,,0,3,18,stage_1,intro_spec,2019-11-21 09:26:41.910945+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,gc73e7tl,,,,,,1
1,7ocnkfh0,,0,4,18,stage_1,check_understanding,2019-11-21 09:28:56.221627+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,jqq3sqwe,,,,,,1
2,p222re6l,,0,4,18,stage_1,check_understanding,2019-11-21 09:28:56.215710+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,jqq3sqwe,,,,,,1
1,foamy50x,,0,16,18,stage_2,payoff_show,2019-11-21 09:49:00.863842+00:00,1,,,9.50,1,15,1,,0,55,5.50,0,,0,20,3,1,10,3,1,9,5,8,4,5,8,4,7,7,2,2,2,2,s,2,s,,9.50,1,,1,0,1,9y2t1d0m,,,,,,1
2,d5phstfl,,0,16,18,stage_2,payoff_show,2019-11-21 09:49:00.861646+00:00,1,,,-18.00,2,40,1,,25,30,3.00,0,,0,2,2,2,2,5,2,5,5,5,5,5,3,6,4,5,3,2,4,2,Nein,2,Nein,,-18.00,1,,1,0,1,9y2t1d0m,,,,,,1
1,5ut84mj4,,0,4,19,stage_1,check_understanding_0,2019-11-22 08:20:04.686322+00:00,1,,,0.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,d5wzmx7j,,,,,,1
2,h2qcmqd2,,0,4,19,stage_1,check_understanding_0,2019-11-22 08:20:04.681334+00:00,1,,,0.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1,,1,,1,d5wzmx7j,,,,,,1
